"Module","Cmdlet","Example","Line","RuleName","ProblemId","Severity","Description","Extent","Remediation"
"Az.Resources","New-AzPolicyAssignment","4","2","UnexpectedToken","5200","1","Unexpected token ':' in expression or statement.",":","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.Resources","New-AzPolicyAssignment","4","3","UnexpectedToken","5200","1","Unexpected token ':' in expression or statement.",":","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.Resources","New-AzPolicyAssignment","10","2","UnexpectedToken","5200","1","Unexpected token ':' in expression or statement.",":","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.Resources","New-AzPolicyAssignment","10","3","UnexpectedToken","5200","1","Unexpected token ':' in expression or statement.",":","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.Resources","New-AzPolicyDefinition","1","2","UnexpectedToken","5200","1","Unexpected token ':' in expression or statement.",":","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.Resources","New-AzPolicyDefinition","1","3","UnexpectedToken","5200","1","Unexpected token ':' in expression or statement.",":","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.Resources","New-AzPolicyDefinition","1","7","UnexpectedToken","5200","1","Unexpected token ':' in expression or statement.",":","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.Resources","New-AzPolicyDefinition","2","2","UnexpectedToken","5200","1","Unexpected token ':' in expression or statement.",":","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.Resources","New-AzPolicyDefinition","2","3","UnexpectedToken","5200","1","Unexpected token ':' in expression or statement.",":","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.Resources","New-AzPolicyDefinition","2","7","UnexpectedToken","5200","1","Unexpected token ':' in expression or statement.",":","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.Resources","New-AzPolicySetDefinition","1","1","MissingTypename","5200","1","Missing type name after '['.","","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.Resources","New-AzPolicySetDefinition","1","3","UnexpectedToken","5200","1","Unexpected token ':' in expression or statement.",":","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.Resources","New-AzPolicySetDefinition","1","5","UnexpectedToken","5200","1","Unexpected token ':' in expression or statement.",":","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.Resources","New-AzPolicySetDefinition","1","6","UnexpectedToken","5200","1","Unexpected token ':' in expression or statement.",":","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.Resources","New-AzPolicySetDefinition","1","9","UnexpectedToken","5200","1","Unexpected token ':' in expression or statement.",":","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.Resources","New-AzPolicySetDefinition","1","14","UnexpectedToken","5200","1","Unexpected token ':' in expression or statement.",":","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.Resources","New-AzPolicySetDefinition","2","1","MissingTypename","5200","1","Missing type name after '['.","","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.Resources","New-AzPolicySetDefinition","2","3","UnexpectedToken","5200","1","Unexpected token ':' in expression or statement.",":","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
