"Module","ClassName","Target","Severity","ProblemId","Description","Remediation"
"Az.Resources","Get-AzADApplication","Get-AzADApplication","2","8010","Get-AzADApplication Changes the ConfirmImpact but does not set the SupportsShouldProcess property to true in the cmdlet attribute.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Az.Resources","Get-AzADApplication","Get-AzADApplication","2","8200","Get-AzADApplication changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Az.Resources","Get-AzADAppPermission","Get-AzADAppPermission","2","8010","Get-AzADAppPermission Changes the ConfirmImpact but does not set the SupportsShouldProcess property to true in the cmdlet attribute.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Az.Resources","Get-AzADAppPermission","Get-AzADAppPermission","2","8200","Get-AzADAppPermission changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Az.Resources","Get-AzADGroup","Get-AzADGroup","2","8010","Get-AzADGroup Changes the ConfirmImpact but does not set the SupportsShouldProcess property to true in the cmdlet attribute.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Az.Resources","Get-AzADGroup","Get-AzADGroup","2","8200","Get-AzADGroup changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Az.Resources","Get-AzADGroupMember","Get-AzADGroupMember","2","8010","Get-AzADGroupMember Changes the ConfirmImpact but does not set the SupportsShouldProcess property to true in the cmdlet attribute.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Az.Resources","Get-AzADGroupMember","Get-AzADGroupMember","2","8200","Get-AzADGroupMember changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Az.Resources","Get-AzADServicePrincipal","Get-AzADServicePrincipal","2","8010","Get-AzADServicePrincipal Changes the ConfirmImpact but does not set the SupportsShouldProcess property to true in the cmdlet attribute.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Az.Resources","Get-AzADServicePrincipal","Get-AzADServicePrincipal","2","8200","Get-AzADServicePrincipal changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Az.Resources","Get-AzADUser","Get-AzADUser","2","8010","Get-AzADUser Changes the ConfirmImpact but does not set the SupportsShouldProcess property to true in the cmdlet attribute.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Az.Resources","Get-AzADUser","Get-AzADUser","2","8200","Get-AzADUser changes the confirm impact.  Please ensure that the change in ConfirmImpact is justified","Verify that ConfirmImpact is changed appropriately by the cmdlet. It is very rare for a cmdlet to change the ConfirmImpact."
"Az.Resources","New-AzADAppCredential","New-AzADAppCredential","1","8700","Parameter set 'ApplicationObjectWithPasswordParameterSet', 'ApplicationObjectWithCredentialParameterSet' of cmdlet 'New-AzADAppCredential' have the same mandatory parameters, and both of them are not default parameter set which may cause confusion.","Merge these parameter sets into one parameter set."
"Az.Resources","New-AzADAppCredential","New-AzADAppCredential","1","8700","Parameter set 'DisplayNameWithPasswordParameterSet', 'DisplayNameWithCredentialParameterSet' of cmdlet 'New-AzADAppCredential' have the same mandatory parameters, and both of them are not default parameter set which may cause confusion.","Merge these parameter sets into one parameter set."
"Az.Resources","New-AzADAppCredential","New-AzADAppCredential","1","8700","Parameter set 'ApplicationIdWithPasswordParameterSet', 'ApplicationIdWithCredentialParameterSet' of cmdlet 'New-AzADAppCredential' have the same mandatory parameters, and both of them are not default parameter set which may cause confusion.","Merge these parameter sets into one parameter set."
"Az.Resources","New-AzADApplication","New-AzADApplication","1","8410","Parameter AvailableToOtherTenants of cmdlet New-AzADApplication does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Resources","New-AzADApplication","New-AzADApplication","1","8410","Parameter ReplyUrls of cmdlet New-AzADApplication does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Resources","New-AzADApplication","New-AzADApplication","1","8700","Parameter set '__AllParameterSets', 'ApplicationWithPasswordPlainParameterSet' of cmdlet 'New-AzADApplication' have the same mandatory parameters, and both of them are not default parameter set which may cause confusion.","Merge these parameter sets into one parameter set."
"Az.Resources","New-AzADSpCredential","New-AzADSpCredential","1","8700","Parameter set 'ServicePrincipalObjectWithPasswordParameterSet', 'ServicePrincipalObjectWithCredentialParameterSet' of cmdlet 'New-AzADSpCredential' have the same mandatory parameters, and both of them are not default parameter set which may cause confusion.","Merge these parameter sets into one parameter set."
"Az.Resources","New-AzADSpCredential","New-AzADSpCredential","1","8700","Parameter set 'SPNWithPasswordParameterSet', 'SPNWithCredentialParameterSet' of cmdlet 'New-AzADSpCredential' have the same mandatory parameters, and both of them are not default parameter set which may cause confusion.","Merge these parameter sets into one parameter set."
