"Module","Cmdlet","Example","Line","RuleName","ProblemId","Severity","Description","Extent","Remediation"
"Az.ResourceMover","Add-AzResourceMoverMoveResource","3","5","MissingArgument","5200","1","Missing argument in parameter list.",",","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.ResourceMover","Invoke-AzResourceMoverPrepare","1","24","MissingExpressionAfterOperator","5200","1","Missing expression after unary operator '--'.","","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.ResourceMover","Invoke-AzResourceMoverPrepare","1","25","ExpectedValueExpression","5200","1","You must provide a value expression following the '/' operator.","","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.ResourceMover","Invoke-AzResourceMoverPrepare","1","25","UnexpectedToken","5200","1","Unexpected token 'subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourcegroups/psdemorm/providers/microsoft.network/networkinterfaces/psdemovm111' in expression or statement.","subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourcegroups/psdemorm/providers/microsoft.network/networkinterfaces/psdemovm111","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.ResourceMover","Invoke-AzResourceMoverPrepare","1","24","OperatorRequiresVariableOrProperty","5200","1","The '--' operator works only on variables or on properties.","------","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.ResourceMover","Invoke-AzResourceMoverPrepare","1","24","OperatorRequiresVariableOrProperty","5200","1","The '--' operator works only on variables or on properties.","----","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.ResourceMover","Invoke-AzResourceMoverPrepare","1","24","OperatorRequiresVariableOrProperty","5200","1","The '--' operator works only on variables or on properties.","--","Unexpected Error. Please check [Trouble Shotting for Unexpected Errors in Example Issues](https://github.com/Azure/azure-powershell/blob/main/documentation/Debugging-StaticAnalysis-Errors.md#Troubleshotting-Example-Issues) for more details."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","3","Invalid_Cmdlet","5000","1","DependsOn is not a valid command name.","DependsOn                         : {}","Check the spell of DependsOn."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","4","Invalid_Cmdlet","5000","1","DependsOnOverride is not a valid command name.","DependsOnOverride                 : {}","Check the spell of DependsOnOverride."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","5","Invalid_Cmdlet","5000","1","ErrorsPropertiesCode is not a valid command name.","ErrorsPropertiesCode              :","Check the spell of ErrorsPropertiesCode."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","6","Invalid_Cmdlet","5000","1","ErrorsPropertiesDetail is not a valid command name.","ErrorsPropertiesDetail            :","Check the spell of ErrorsPropertiesDetail."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","7","Invalid_Cmdlet","5000","1","ErrorsPropertiesMessage is not a valid command name.","ErrorsPropertiesMessage           :","Check the spell of ErrorsPropertiesMessage."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","8","Invalid_Cmdlet","5000","1","ErrorsPropertiesTarget is not a valid command name.","ErrorsPropertiesTarget            :","Check the spell of ErrorsPropertiesTarget."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","9","Invalid_Cmdlet","5000","1","ExistingTargetId is not a valid command name.","ExistingTargetId                  :","Check the spell of ExistingTargetId."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","10","Capitalization_Conventions_Violated","5101","1","Id doesn't follow the Capitalization Conventions.","Id                                : /subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/RG-MoveCollection-demoRMS/providers/Microsoft.Migrate/moveCollections/PS-centralus-westcentralus-demoRMS/moveResources/PSDemoVM","Check the Capitalization Conventions. Suggest format: id.exe"
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","11","Invalid_Cmdlet","5000","1","IsResolveRequired is not a valid command name.","IsResolveRequired                 : False","Check the spell of IsResolveRequired."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","12","Invalid_Cmdlet","5000","1","JobStatusJobName is not a valid command name.","JobStatusJobName                  :","Check the spell of JobStatusJobName."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","13","Invalid_Cmdlet","5000","1","JobStatusJobProgress is not a valid command name.","JobStatusJobProgress              :","Check the spell of JobStatusJobProgress."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","14","Invalid_Cmdlet","5000","1","MoveStatusErrorsPropertiesCode is not a valid command name.","MoveStatusErrorsPropertiesCode    : DependencyComputationPending","Check the spell of MoveStatusErrorsPropertiesCode."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","15","Invalid_Cmdlet","5000","1","MoveStatusErrorsPropertiesDetail is not a valid command name.","MoveStatusErrorsPropertiesDetail  : {}","Check the spell of MoveStatusErrorsPropertiesDetail."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","16","Invalid_Cmdlet","5000","1","MoveStatusErrorsPropertiesMessage is not a valid command name.","MoveStatusErrorsPropertiesMessage : The dependency computation is not completed for resource - /subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/PSDemoRM/providers/Microsoft.Compute/virtualMachines/PSDemoVM. Possible Causes: Dependency computation is pending for resource. Recommended Action: Validate dependencies to compute the dependencies.","Check the spell of MoveStatusErrorsPropertiesMessage."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","17","Invalid_Cmdlet","5000","1","MoveStatusErrorsPropertiesTarget is not a valid command name.","MoveStatusErrorsPropertiesTarget  :","Check the spell of MoveStatusErrorsPropertiesTarget."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","18","Invalid_Cmdlet","5000","1","MoveStatusMoveState is not a valid command name.","MoveStatusMoveState               : PreparePending","Check the spell of MoveStatusMoveState."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","19","Invalid_Cmdlet","5000","1","Name is not a valid command name.","Name                              : PSDemoVM","Check the spell of Name."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","20","Invalid_Cmdlet","5000","1","ProvisioningState is not a valid command name.","ProvisioningState                 : Succeeded","Check the spell of ProvisioningState."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","21","Invalid_Cmdlet","5000","1","ResourceSetting is not a valid command name.","ResourceSetting                   : Microsoft.Azure.PowerShell.Cmdlets.ResourceMover.Models.Api20230801.VirtualMachineResourceSettings","Check the spell of ResourceSetting."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","22","Invalid_Cmdlet","5000","1","SourceId is not a valid command name.","SourceId                          : /subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/PSDemoRM/providers/Microsoft.Compute/virtualMachines/PSDemoVM","Check the spell of SourceId."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","23","Invalid_Cmdlet","5000","1","SourceResourceSetting is not a valid command name.","SourceResourceSetting             : Microsoft.Azure.PowerShell.Cmdlets.ResourceMover.Models.Api20230801.VirtualMachineResourceSettings","Check the spell of SourceResourceSetting."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","24","Invalid_Cmdlet","5000","1","SystemDataCreatedAt is not a valid command name.","SystemDataCreatedAt               :","Check the spell of SystemDataCreatedAt."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","25","Invalid_Cmdlet","5000","1","SystemDataCreatedBy is not a valid command name.","SystemDataCreatedBy               :","Check the spell of SystemDataCreatedBy."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","26","Invalid_Cmdlet","5000","1","SystemDataCreatedByType is not a valid command name.","SystemDataCreatedByType           :","Check the spell of SystemDataCreatedByType."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","27","Invalid_Cmdlet","5000","1","SystemDataLastModifiedAt is not a valid command name.","SystemDataLastModifiedAt          :","Check the spell of SystemDataLastModifiedAt."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","28","Invalid_Cmdlet","5000","1","SystemDataLastModifiedBy is not a valid command name.","SystemDataLastModifiedBy          :","Check the spell of SystemDataLastModifiedBy."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","29","Invalid_Cmdlet","5000","1","SystemDataLastModifiedByType is not a valid command name.","SystemDataLastModifiedByType      :","Check the spell of SystemDataLastModifiedByType."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","1","30","Invalid_Cmdlet","5000","1","TargetId is not a valid command name.","TargetId                          :","Check the spell of TargetId."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","3","4","Invalid_Cmdlet","5000","1","DependsOn is not a valid command name.","DependsOn                         : {/subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/PSDemoRM/providers/Microsoft.Network/networkInterfaces/psdemov                                      m111, /subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourcegroups/PSDemoRM}","Check the spell of DependsOn."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","3","6","Invalid_Cmdlet","5000","1","DependsOnOverride is not a valid command name.","DependsOnOverride                 : {}","Check the spell of DependsOnOverride."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","3","7","Invalid_Cmdlet","5000","1","ErrorsPropertiesCode is not a valid command name.","ErrorsPropertiesCode              :","Check the spell of ErrorsPropertiesCode."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","3","8","Invalid_Cmdlet","5000","1","ErrorsPropertiesDetail is not a valid command name.","ErrorsPropertiesDetail            :","Check the spell of ErrorsPropertiesDetail."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","3","9","Invalid_Cmdlet","5000","1","ErrorsPropertiesMessage is not a valid command name.","ErrorsPropertiesMessage           :","Check the spell of ErrorsPropertiesMessage."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","3","10","Invalid_Cmdlet","5000","1","ErrorsPropertiesTarget is not a valid command name.","ErrorsPropertiesTarget            :","Check the spell of ErrorsPropertiesTarget."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","3","11","Invalid_Cmdlet","5000","1","ExistingTargetId is not a valid command name.","ExistingTargetId                  :","Check the spell of ExistingTargetId."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","3","12","Capitalization_Conventions_Violated","5101","1","Id doesn't follow the Capitalization Conventions.","Id                                : /subscriptions/xxxxxxxx-xxxx-xxxx-xxxx-xxxxxxxxxxxx/resourceGroups/RG-MoveCollection-demoRMS/providers/Microsoft.Migrate/moveCollections/PS-centralus-westcentralus-demoRMS/moveResources/PSDemoVM","Check the Capitalization Conventions. Suggest format: id.exe"
"Az.ResourceMover","Add-AzResourceMoverMoveResource","3","13","Invalid_Cmdlet","5000","1","IsResolveRequired is not a valid command name.","IsResolveRequired                 : True","Check the spell of IsResolveRequired."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","3","14","Invalid_Cmdlet","5000","1","JobStatusJobName is not a valid command name.","JobStatusJobName                  :","Check the spell of JobStatusJobName."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","3","15","Invalid_Cmdlet","5000","1","JobStatusJobProgress is not a valid command name.","JobStatusJobProgress              :","Check the spell of JobStatusJobProgress."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","3","16","Invalid_Cmdlet","5000","1","MoveStatusErrorsPropertiesCode is not a valid command name.","MoveStatusErrorsPropertiesCode    :","Check the spell of MoveStatusErrorsPropertiesCode."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","3","17","Invalid_Cmdlet","5000","1","MoveStatusErrorsPropertiesDetail is not a valid command name.","MoveStatusErrorsPropertiesDetail  :","Check the spell of MoveStatusErrorsPropertiesDetail."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","3","18","Invalid_Cmdlet","5000","1","MoveStatusErrorsPropertiesMessage is not a valid command name.","MoveStatusErrorsPropertiesMessage :","Check the spell of MoveStatusErrorsPropertiesMessage."
"Az.ResourceMover","Add-AzResourceMoverMoveResource","3","19","Invalid_Cmdlet","5000","1","MoveStatusErrorsPropertiesTarget is not a valid command name.","MoveStatusErrorsPropertiesTarget  :","Check the spell of MoveStatusErrorsPropertiesTarget."
