"Module","Sdk","Severity","ProblemId","Description","Remediation"
"Az.DeviceProvisioningServices","src/DeviceProvisioningServices/DeviceProvisioningServices.Management.Sdk","1","9080","Do not support updating SDK using autorest csharp v3.","Please update the Readme.md to generate code by autorest powershell v4."
