"Module","Cmdlet","Example","Line","RuleName","ProblemId","Severity","Description","Extent","Remediation"
"Az.StorageCache","New-AzStorageCacheDirectorySettingObject","1","1","Unassigned_Parameter","5013","1","New-AzStorageCacheDirectorySettingObject -UsernameDownloadAutoDownloadCertificate must be assigned with a value.","-UsernameDownloadAutoDownloadCertificate:$False","Assign value for the parameter -UsernameDownloadAutoDownloadCertificate."
"Az.StorageCache","New-AzStorageCacheDirectorySettingObject","1","1","Unassigned_Parameter","5013","1","New-AzStorageCacheDirectorySettingObject -UsernameDownloadEncryptLdapConnection must be assigned with a value.","-UsernameDownloadEncryptLdapConnection:$False","Assign value for the parameter -UsernameDownloadEncryptLdapConnection."
"Az.StorageCache","New-AzStorageCacheDirectorySettingObject","1","1","Unassigned_Parameter","5013","1","New-AzStorageCacheDirectorySettingObject -UsernameDownloadExtendedGroup must be assigned with a value.","-UsernameDownloadExtendedGroup:$False","Assign value for the parameter -UsernameDownloadExtendedGroup."
"Az.StorageCache","New-AzStorageCacheDirectorySettingObject","1","1","Unassigned_Parameter","5013","1","New-AzStorageCacheDirectorySettingObject -UsernameDownloadRequireValidCertificate must be assigned with a value.","-UsernameDownloadRequireValidCertificate:$False","Assign value for the parameter -UsernameDownloadRequireValidCertificate."
"Az.StorageCache","New-AzStorageCacheNfsAccessPolicyObject","1","1","Unassigned_Parameter","5013","1","New-AzStorageCacheNfsAccessRuleObject -SubmountAccess must be assigned with a value.","-SubmountAccess:$True","Assign value for the parameter -SubmountAccess."
"Az.StorageCache","New-AzStorageCacheNfsAccessPolicyObject","1","1","Unassigned_Parameter","5013","1","New-AzStorageCacheNfsAccessRuleObject -RootSquash must be assigned with a value.","-RootSquash:$True","Assign value for the parameter -RootSquash."
"Az.StorageCache","New-AzStorageCacheNfsAccessPolicyObject","1","1","Unassigned_Parameter","5013","1","New-AzStorageCacheNfsAccessRuleObject -Suid must be assigned with a value.","-Suid:$False","Assign value for the parameter -Suid."
"Az.StorageCache","New-AzStorageCacheNfsAccessRuleObject","1","1","Unassigned_Parameter","5013","1","New-AzStorageCacheNfsAccessRuleObject -SubmountAccess must be assigned with a value.","-SubmountAccess:$True","Assign value for the parameter -SubmountAccess."
"Az.StorageCache","New-AzStorageCacheNfsAccessRuleObject","1","1","Unassigned_Parameter","5013","1","New-AzStorageCacheNfsAccessRuleObject -RootSquash must be assigned with a value.","-RootSquash:$True","Assign value for the parameter -RootSquash."
"Az.StorageCache","New-AzStorageCacheNfsAccessRuleObject","1","1","Unassigned_Parameter","5013","1","New-AzStorageCacheNfsAccessRuleObject -Suid must be assigned with a value.","-Suid:$False","Assign value for the parameter -Suid."
"Az.StorageCache","New-AzStorageCacheNfsAccessPolicyObject","1","2","Unassigned_Variable","5110","2","New-AzStorageCacheNfsAccessPolicyObject -AccessRule $object is a null-valued parameter value.","-AccessRule","Assign value for $object."
