"AssemblyFileName","ClassName","Target","Severity","ProblemId","Description","Remediation"
"C:\azure-powershell\src\Package\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates\Microsoft.Azure.Commands.UsageAggregates.dll","Microsoft.Azure.Commands.UsageAggregates.GetUsageAggregatesCommand","Get-UsageAggregates","1","8400","Get-UsageAggregates uses the noun 'UsageAggregates', which does not follow the enforced naming convention of using a singular noun for a cmdlet name.","Consider using a singular noun for the cmdlet name."
"C:\azure-powershell\src\Package\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates\Microsoft.Azure.Commands.UsageAggregates.dll","Microsoft.Azure.Commands.UsageAggregates.GetUsageAggregatesCommand","Get-UsageAggregates","1","8410","Parameter ShowDetails of cmdlet Get-UsageAggregates does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
