"AssemblyName","AssemblyVersion","ReferencingAssembly","ReferencingAssemblyVersion","Directory"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataFactories","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataFactoryV2","1.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Common","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Storage","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataFactories","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataFactoryV2","1.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataFactories","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataFactoryV2","1.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.DataTransfer.Gateway.Encryption","3.11.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataFactories","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.DataTransfer.Gateway.Encryption","3.11.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataFactoryV2","1.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.Management.DataFactory","3.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataFactoryV2","1.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Strategies","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.Management.DataFactory","3.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataFactoryV2","1.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Strategies","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Microsoft.WindowsAzure.Storage","9.3.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataFactories","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataFactory"
"Hyak.Common","1.0.0.0","Microsoft.Azure.Common","2.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Hyak.Common","1.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Hyak.Common","1.0.0.0","Microsoft.Azure.PowerShell.Common","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Azure.Common","2.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Azure.Management.DataLake.Analytics","3.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataLakeAnalytics","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataLakeAnalytics","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Common","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Storage","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataLakeAnalytics","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataLakeAnalytics","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.Management.DataLake.Analytics","3.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataLakeAnalytics","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Strategies","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.Management.DataLake.Analytics","3.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataLakeAnalytics","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Strategies","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeAnalytics"
"Hyak.Common","1.0.0.0","Microsoft.Azure.Common","2.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Hyak.Common","1.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Hyak.Common","1.0.0.0","Microsoft.Azure.PowerShell.Common","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Azure.Common","2.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Azure.DataLake.Store","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataLakeStore","1.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Azure.Management.DataLake.Store","2.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataLakeStore","1.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataLakeStore","1.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Common","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","Microsoft.Azure.PowerShell.Storage","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataLakeStore","1.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Azure.PowerShell.Common","1.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataLakeStore","1.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.Management.DataLake.Store","2.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataLakeStore","1.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.PowerShell.Strategies","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.DataLake.Store","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.Management.DataLake.Store","2.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Aks","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Authorization","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Compute","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.KeyVault","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Network","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.ResourceManager","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Storage.Management","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Clients.Websites","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataLakeStore","1.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.PowerShell.Strategies","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"NLog","4.0.0.0","Microsoft.Azure.DataLake.Store","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"NLog","4.0.0.0","Microsoft.Azure.PowerShell.Cmdlets.DataLakeStore","1.1.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataLakeStore"
"Hyak.Common","1.0.0.0","Microsoft.Azure.Common","2.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataMigration"
"Hyak.Common","1.0.0.0","Microsoft.Azure.PowerShell.Authentication.Abstractions","1.0.0.0","E:\Interconnect\azure-powershell-pr\artifacts/Debug\Az.DataMigration"
