"Module","Cmdlet","Example","Line","RuleName","ProblemId","Severity","Description","Extent","Remediation"
"AppConfiguration","Clear-AzAppConfigurationDeletedStore","1","1","Invalid_Cmdlet","5000","1","Clear-AzAppConfigurationDeletedStore is not a valid command name.","Clear-AzAppConfigurationDeletedStore -Location eastus -Name azpstestappstore","Check the spell of Clear-AzAppConfigurationDeletedStore."
"AppConfiguration","Get-AzAppConfigurationDeletedStore","1","1","Invalid_Cmdlet","5000","1","Remove-AzAppConfigurationStore is not a valid command name.","Remove-AzAppConfigurationStore -Name azpstestappstore -ResourceGroupName azpstest-gp","Check the spell of Remove-AzAppConfigurationStore."
"AppConfiguration","Get-AzAppConfigurationDeletedStore","1","2","Invalid_Cmdlet","5000","1","Get-AzAppConfigurationDeletedStore is not a valid command name.","Get-AzAppConfigurationDeletedStore","Check the spell of Get-AzAppConfigurationDeletedStore."
"AppConfiguration","Get-AzAppConfigurationDeletedStore","2","1","Invalid_Cmdlet","5000","1","Remove-AzAppConfigurationStore is not a valid command name.","Remove-AzAppConfigurationStore -Name azpstestappstore -ResourceGroupName azpstest-gp","Check the spell of Remove-AzAppConfigurationStore."
"AppConfiguration","Get-AzAppConfigurationDeletedStore","2","2","Invalid_Cmdlet","5000","1","Get-AzAppConfigurationDeletedStore is not a valid command name.","Get-AzAppConfigurationDeletedStore -Location eastus -Name azpstestappstore","Check the spell of Get-AzAppConfigurationDeletedStore."
"AppConfiguration","Get-AzAppConfigurationStore","1","1","Invalid_Cmdlet","5000","1","Get-AzAppConfigurationStore is not a valid command name.","Get-AzAppConfigurationStore","Check the spell of Get-AzAppConfigurationStore."
"AppConfiguration","Get-AzAppConfigurationStore","2","1","Invalid_Cmdlet","5000","1","Get-AzAppConfigurationStore is not a valid command name.","Get-AzAppConfigurationStore -ResourceGroupName azpstest_gp","Check the spell of Get-AzAppConfigurationStore."
"AppConfiguration","Get-AzAppConfigurationStore","3","1","Invalid_Cmdlet","5000","1","Get-AzAppConfigurationStore is not a valid command name.","Get-AzAppConfigurationStore -Name azpstest-appstore -ResourceGroupName azpstest_gp","Check the spell of Get-AzAppConfigurationStore."
"AppConfiguration","Get-AzAppConfigurationStoreKey","1","1","Invalid_Cmdlet","5000","1","Get-AzAppConfigurationStoreKey is not a valid command name.","Get-AzAppConfigurationStoreKey -Name azpstest-appstore -ResourceGroupName azpstest_gp","Check the spell of Get-AzAppConfigurationStoreKey."
"AppConfiguration","New-AzAppConfigurationStore","1","1","Invalid_Cmdlet","5000","1","New-AzAppConfigurationStore is not a valid command name.","New-AzAppConfigurationStore -Name azpstest-appstore -ResourceGroupName azpstest_gp -Location eastus -Sku Standard","Check the spell of New-AzAppConfigurationStore."
"AppConfiguration","New-AzAppConfigurationStore","2","4","Invalid_Cmdlet","5000","1","New-AzAppConfigurationStore is not a valid command name.","New-AzAppConfigurationStore -Name $storeName -ResourceGroupName $resourceGroupName -Location $location -Sku Standard","Check the spell of New-AzAppConfigurationStore."
"AppConfiguration","New-AzAppConfigurationStore","2","5","Invalid_Cmdlet","5000","1","Remove-AzAppConfigurationStore is not a valid command name.","Remove-AzAppConfigurationStore -Name $storeName -ResourceGroupName $resourceGroupName","Check the spell of Remove-AzAppConfigurationStore."
"AppConfiguration","New-AzAppConfigurationStore","2","6","Invalid_Cmdlet","5000","1","Get-AzAppConfigurationDeletedStore is not a valid command name.","Get-AzAppConfigurationDeletedStore -Location $location -Name $storeName","Check the spell of Get-AzAppConfigurationDeletedStore."
"AppConfiguration","New-AzAppConfigurationStore","2","7","Invalid_Cmdlet","5000","1","New-AzAppConfigurationStore is not a valid command name.","New-AzAppConfigurationStore -Name $storeName -ResourceGroupName $resourceGroupName -Location $location -Sku Standard -CreateMode 'Recover'","Check the spell of New-AzAppConfigurationStore."
"AppConfiguration","New-AzAppConfigurationStoreKey","1","1","Invalid_Cmdlet","5000","1","Get-AzAppConfigurationStoreKey is not a valid command name.","Get-AzAppConfigurationStoreKey -Name azpstest-appstore -ResourceGroupName azpstest_gp","Check the spell of Get-AzAppConfigurationStoreKey."
"AppConfiguration","New-AzAppConfigurationStoreKey","1","2","Invalid_Cmdlet","5000","1","New-AzAppConfigurationStoreKey is not a valid command name.","New-AzAppConfigurationStoreKey -Name azpstest-appstore -ResourceGroupName azpstest_gp -Id $keys[0].id","Check the spell of New-AzAppConfigurationStoreKey."
"AppConfiguration","Remove-AzAppConfigurationStore","1","1","Invalid_Cmdlet","5000","1","Remove-AzAppConfigurationStore is not a valid command name.","Remove-AzAppConfigurationStore -Name azpstestappstore -ResourceGroupName azpstest-gp","Check the spell of Remove-AzAppConfigurationStore."
"AppConfiguration","Remove-AzAppConfigurationStore","2","1","Invalid_Cmdlet","5000","1","Get-AzAppConfigurationStore is not a valid command name.","Get-AzAppConfigurationStore -Name azpstest-appstore -ResourceGroupName azpstest_gp","Check the spell of Get-AzAppConfigurationStore."
"AppConfiguration","Remove-AzAppConfigurationStore","2","1","Invalid_Cmdlet","5000","1","Remove-AzAppConfigurationStore is not a valid command name.","Remove-AzAppConfigurationStore","Check the spell of Remove-AzAppConfigurationStore."
"AppConfiguration","Test-AzAppConfigurationStoreNameAvailability","1","1","Invalid_Cmdlet","5000","1","Test-AzAppConfigurationStoreNameAvailability is not a valid command name.","Test-AzAppConfigurationStoreNameAvailability -Name appconfig-test01","Check the spell of Test-AzAppConfigurationStoreNameAvailability."
"AppConfiguration","Update-AzAppConfigurationStore","1","1","Invalid_Cmdlet","5000","1","Update-AzAppConfigurationStore is not a valid command name.","Update-AzAppConfigurationStore -Name azpstest-appstore -ResourceGroupName azpstest_gp -DisableLocalAuth -EnablePurgeProtection -PublicNetworkAccess 'Enabled'","Check the spell of Update-AzAppConfigurationStore."
"AppConfiguration","Update-AzAppConfigurationStore","2","1","Invalid_Cmdlet","5000","1","Get-AzAppConfigurationStore is not a valid command name.","Get-AzAppConfigurationStore -Name azpstest-appstore -ResourceGroupName azpstest_gp","Check the spell of Get-AzAppConfigurationStore."
"AppConfiguration","Update-AzAppConfigurationStore","2","1","Invalid_Cmdlet","5000","1","Update-AzAppConfigurationStore is not a valid command name.","Update-AzAppConfigurationStore -DisableLocalAuth -EnablePurgeProtection -PublicNetworkAccess 'Enabled'","Check the spell of Update-AzAppConfigurationStore."
