"Module","ClassName","Target","Severity","ProblemId","Description","Remediation"
"Az.MonitoringSolutions","Get-AzMonitorLogAnalyticsSolution","Get-AzMonitorLogAnalyticsSolution","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzMonitorLogAnalyticsSolution does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.MonitoringSolutions","New-AzMonitorLogAnalyticsSolution","New-AzMonitorLogAnalyticsSolution","1","8100","New-AzMonitorLogAnalyticsSolution Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Az.MonitoringSolutions","New-AzMonitorLogAnalyticsSolution","New-AzMonitorLogAnalyticsSolution","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet New-AzMonitorLogAnalyticsSolution does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.MonitoringSolutions","Remove-AzMonitorLogAnalyticsSolution","Remove-AzMonitorLogAnalyticsSolution","1","8100","Remove-AzMonitorLogAnalyticsSolution Does not support ShouldProcess but the cmdlet verb Remove indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Az.MonitoringSolutions","Remove-AzMonitorLogAnalyticsSolution","Remove-AzMonitorLogAnalyticsSolution","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Remove-AzMonitorLogAnalyticsSolution does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.MonitoringSolutions","Update-AzMonitorLogAnalyticsSolution","Update-AzMonitorLogAnalyticsSolution","1","8100","Update-AzMonitorLogAnalyticsSolution Does not support ShouldProcess but the cmdlet verb Update indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Az.MonitoringSolutions","Update-AzMonitorLogAnalyticsSolution","Update-AzMonitorLogAnalyticsSolution","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Update-AzMonitorLogAnalyticsSolution does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
