"Module","ClassName","Target","Severity","ProblemId","Description","Remediation"
"Az.Kusto","Add-AzKustoClusterCalloutPolicy","Add-AzKustoClusterCalloutPolicy","0","3000","The type of property 'CalloutType' of type 'Microsoft.Azure.PowerShell.Cmdlets.Kusto.Models.Api20240413.ICalloutPolicy' has changed from 'System.Nullable`1[Microsoft.Azure.PowerShell.Cmdlets.Kusto.Support.CalloutType]' to 'System.String'.","Change the type of property 'CalloutType' back to 'System.Nullable`1[Microsoft.Azure.PowerShell.Cmdlets.Kusto.Support.CalloutType]'."
"Az.Kusto","Add-AzKustoClusterCalloutPolicy","Add-AzKustoClusterCalloutPolicy","0","3000","The type of property 'OutboundAccess' of type 'Microsoft.Azure.PowerShell.Cmdlets.Kusto.Models.Api20240413.ICalloutPolicy' has changed from 'System.Nullable`1[Microsoft.Azure.PowerShell.Cmdlets.Kusto.Support.OutboundAccess]' to 'System.String'.","Change the type of property 'OutboundAccess' back to 'System.Nullable`1[Microsoft.Azure.PowerShell.Cmdlets.Kusto.Support.OutboundAccess]'."
"Az.Kusto","Add-AzKustoClusterCalloutPolicy","Add-AzKustoClusterCalloutPolicy","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Add-AzKustoClusterCalloutPolicy' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Add-AzKustoClusterCalloutPolicy'."
"Az.Kusto","Add-AzKustoClusterLanguageExtension","Add-AzKustoClusterLanguageExtension","0","3000","The type of property 'ImageName' of type 'Microsoft.Azure.PowerShell.Cmdlets.Kusto.Models.Api20240413.ILanguageExtension' has changed from 'System.Nullable`1[Microsoft.Azure.PowerShell.Cmdlets.Kusto.Support.LanguageExtensionImageName]' to 'System.String'.","Change the type of property 'ImageName' back to 'System.Nullable`1[Microsoft.Azure.PowerShell.Cmdlets.Kusto.Support.LanguageExtensionImageName]'."
"Az.Kusto","Add-AzKustoClusterLanguageExtension","Add-AzKustoClusterLanguageExtension","0","3000","The type of property 'Name' of type 'Microsoft.Azure.PowerShell.Cmdlets.Kusto.Models.Api20240413.ILanguageExtension' has changed from 'System.Nullable`1[Microsoft.Azure.PowerShell.Cmdlets.Kusto.Support.LanguageExtensionName]' to 'System.String'.","Change the type of property 'Name' back to 'System.Nullable`1[Microsoft.Azure.PowerShell.Cmdlets.Kusto.Support.LanguageExtensionName]'."
"Az.Kusto","Add-AzKustoClusterLanguageExtension","Add-AzKustoClusterLanguageExtension","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Add-AzKustoClusterLanguageExtension' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Add-AzKustoClusterLanguageExtension'."
"Az.Kusto","Add-AzKustoDatabasePrincipal","Add-AzKustoDatabasePrincipal","0","1020","The cmdlet 'Add-AzKustoDatabasePrincipal' no longer has output type 'Microsoft.Azure.PowerShell.Cmdlets.Kusto.Models.Api20240413.IDatabasePrincipal'.","Make cmdlet 'Add-AzKustoDatabasePrincipal' return type 'Microsoft.Azure.PowerShell.Cmdlets.Kusto.Models.Api20240413.IDatabasePrincipal'."
"Az.Kusto","Add-AzKustoDatabasePrincipal","Add-AzKustoDatabasePrincipal","0","3000","The type of property 'Role' of type 'Microsoft.Azure.PowerShell.Cmdlets.Kusto.Models.Api20240413.IDatabasePrincipal' has changed from 'Microsoft.Azure.PowerShell.Cmdlets.Kusto.Support.DatabasePrincipalRole' to 'System.String'.","Change the type of property 'Role' back to 'Microsoft.Azure.PowerShell.Cmdlets.Kusto.Support.DatabasePrincipalRole'."
"Az.Kusto","Add-AzKustoDatabasePrincipal","Add-AzKustoDatabasePrincipal","0","3000","The type of property 'Type' of type 'Microsoft.Azure.PowerShell.Cmdlets.Kusto.Models.Api20240413.IDatabasePrincipal' has changed from 'Microsoft.Azure.PowerShell.Cmdlets.Kusto.Support.DatabasePrincipalType' to 'System.String'.","Change the type of property 'Type' back to 'Microsoft.Azure.PowerShell.Cmdlets.Kusto.Support.DatabasePrincipalType'."
"Az.Kusto","Add-AzKustoDatabasePrincipal","Add-AzKustoDatabasePrincipal","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Add-AzKustoDatabasePrincipal' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Add-AzKustoDatabasePrincipal'."
"Az.Kusto","Get-AzKustoAttachedDatabaseConfiguration","Get-AzKustoAttachedDatabaseConfiguration","0","3000","The type of property 'DefaultPrincipalsModificationKind' of type 'Microsoft.Azure.PowerShell.Cmdlets.Kusto.Models.Api20240413.IAttachedDatabaseConfiguration' has changed from 'System.Nullable`1[Microsoft.Azure.PowerShell.Cmdlets.Kusto.Support.DefaultPrincipalsModificationKind]' to 'System.String'.","Change the type of property 'DefaultPrincipalsModificationKind' back to 'System.Nullable`1[Microsoft.Azure.PowerShell.Cmdlets.Kusto.Support.DefaultPrincipalsModificationKind]'."
"Az.Kusto","Get-AzKustoAttachedDatabaseConfiguration","Get-AzKustoAttachedDatabaseConfiguration","0","3000","The type of property 'ProvisioningState' of type 'Microsoft.Azure.PowerShell.Cmdlets.Kusto.Models.Api20240413.IAttachedDatabaseConfiguration' has changed from 'System.Nullable`1[Microsoft.Azure.PowerShell.Cmdlets.Kusto.Support.ProvisioningState]' to 'System.String'.","Change the type of property 'ProvisioningState' back to 'System.Nullable`1[Microsoft.Azure.PowerShell.Cmdlets.Kusto.Support.ProvisioningState]'."
"Az.Kusto","Get-AzKustoAttachedDatabaseConfiguration","Get-AzKustoAttachedDatabaseConfiguration","0","3000","The type of property 'AttachedDatabaseName' of type 'Microsoft.Azure.PowerShell.Cmdlets.Kusto.Models.Api20240413.IAttachedDatabaseConfiguration' has changed from 'System.String[]' to 'System.Collections.Generic.List`1[System.String]'.","Change the type of property 'AttachedDatabaseName' back to 'System.String[]'."
