"Module","Sdk","Severity","ProblemId","Description","Remediation"
"Az.StorageSync","src/StorageSync/StorageSync.Management.Sdk","1","9090","Do not support updating SDK using autorest csharp v3.","Please update the Readme.md to generate code by autorest powershell v4."
