"AssemblyFileName","ClassName","Target","Severity","ProblemId","Description","Remediation"
<<<<<<< HEAD
"c:\workspace\ps-pr\artifacts\Debug\Az.MixedReality\Microsoft.Azure.PowerShell.Cmdlets.MixedReality.dll","Microsoft.Azure.Commands.MixedReality.SpatialAnchorsAccount.NewSpatialAnchorsAccountKey","New-AzSpatialAnchorsAccountKey","1","8510","Cmdlet 'New-AzSpatialAnchorsAccountKey' has multiple parameter sets, but no defined default parameter set.","Define a default parameter set in the cmdlet attribute."
=======
"Microsoft.Azure.PowerShell.Cmdlets.MixedReality.dll","Microsoft.Azure.Commands.MixedReality.SpatialAnchorsAccount.NewSpatialAnchorsAccountKey","New-AzSpatialAnchorsAccountKey","1","8510","Cmdlet 'New-AzSpatialAnchorsAccountKey' has multiple parameter sets, but no defined default parameter set.","Define a default parameter set in the cmdlet attribute."
"Microsoft.Azure.PowerShell.Cmdlets.MixedReality.dll","Microsoft.Azure.Commands.MixedReality.RemoteRenderingAccount.NewRemoteRenderingAccountKey","New-AzRemoteRenderingAccountKey","1","8510","Cmdlet 'New-AzRemoteRenderingAccountKey' has multiple parameter sets, but no defined default parameter set.","Define a default parameter set in the cmdlet attribute."
>>>>>>> d78b04a5306127f583235b13752c48d4f7d1289a
