"Directory","AssemblyName","Expected Version","Actual Version","Parent Assembly","Severity","ProblemId","Description","Remediation"
"Az.IotHub","Microsoft.WindowsAzure.Storage","9.3.2.0","9.3.0.0","Microsoft.Azure.Devices.Client","1","1010","Assembly Microsoft.WindowsAzure.Storage version 9.3.2.0 referenced from Microsoft.Azure.Devices.Client.dll does not match assembly version on disk: 9.3.0.0","Update any references to version 9.3.0.0 of assembly Microsoft.WindowsAzure.Storage"
"Az.Resources","Microsoft.Extensions.DependencyInjection.Abstractions","2.2.0.0","1.1.0.0","Microsoft.Extensions.Caching.Memory","1","1010","Assembly Microsoft.Extensions.DependencyInjection.Abstractions version 2.2.0.0 referenced from Microsoft.Extensions.Caching.Memory.dll does not match assembly version on disk: 1.1.0.0","Update any references to version 1.1.0.0 of assembly Microsoft.Extensions.DependencyInjection.Abstractions"
"Az.Resources","Microsoft.Extensions.DependencyInjection.Abstractions","2.2.0.0","1.1.0.0","Microsoft.Extensions.Options","1","1010","Assembly Microsoft.Extensions.DependencyInjection.Abstractions version 2.2.0.0 referenced from Microsoft.Extensions.Options.dll does not match assembly version on disk: 1.1.0.0","Update any references to version 1.1.0.0 of assembly Microsoft.Extensions.DependencyInjection.Abstractions"
