"Target","AssemblyName","AssemblyVersion","Severity","ProblemId","Description","Remediation"
"File version 2.2 in D:\a\1\s\artifacts\Debug\Az.Resources\Microsoft.Extensions.DependencyInjection.Abstractions.dll, File version 1.1 in D:\a\1\s\artifacts\Debug\Az.IotHub\Microsoft.Extensions.DependencyInjection.Abstractions.dll","Microsoft.Extensions.DependencyInjection.Abstractions","1.1.0.0","0","7000","Shared assembly conflict, shared assemblies with the same assembly version have differing file versions","Update the assembly reference for Microsoft.Extensions.DependencyInjection.Abstractions in one of the referring assemblies"
