"AssemblyName","AssemblyVersion","ReferencingAssembly","ReferencingAssemblyVersion","Directory"
"Microsoft.WindowsAzure.Commands.Common","4.0.0.0","Microsoft.Azure.Commands.Common.Graph.RBAC","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Resources"
"Microsoft.WindowsAzure.Commands.Common","4.0.0.0","Microsoft.Azure.Commands.ResourceManager.Cmdlets","4.3.1.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Resources"
"Microsoft.WindowsAzure.Commands.Common","4.0.0.0","Microsoft.Azure.Commands.ResourceManager.Common","4.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Resources"
"Microsoft.WindowsAzure.Commands.Common","4.0.0.0","Microsoft.Azure.Commands.Resources","4.3.1.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Resources"
"Newtonsoft.Json","6.0.0.0","Hyak.Common","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Resources"
"Newtonsoft.Json","6.0.0.0","Microsoft.Azure.Commands.Common.Authentication.Abstractions","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Resources"
"Newtonsoft.Json","6.0.0.0","Microsoft.Azure.Commands.Common.Authorization","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Resources"
"Newtonsoft.Json","6.0.0.0","Microsoft.Azure.Commands.Common.Graph.RBAC","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Resources"
"Newtonsoft.Json","6.0.0.0","Microsoft.Azure.Commands.ResourceManager.Cmdlets","4.3.1.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Resources"
"Newtonsoft.Json","6.0.0.0","Microsoft.Azure.Commands.ResourceManager.Common","4.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Resources"
"Newtonsoft.Json","6.0.0.0","Microsoft.Azure.Commands.Resources","4.3.1.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Resources"
"Newtonsoft.Json","6.0.0.0","Microsoft.Azure.Management.ResourceManager","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Resources"
"Newtonsoft.Json","6.0.0.0","Microsoft.Azure.ResourceManager","2.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Resources"
"Newtonsoft.Json","6.0.0.0","Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Resources"
"Newtonsoft.Json","6.0.0.0","Microsoft.Rest.ClientRuntime","2.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Resources"
"Newtonsoft.Json","6.0.0.0","Microsoft.WindowsAzure.Commands.Common","4.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Resources"
"Microsoft.Azure.Commands.ResourceManager.Common","4.0.0.0","Microsoft.Azure.Commands.Management.Storage","1.0.4.3","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Microsoft.Azure.Common","2.0.0.0","Microsoft.Azure.Commands.Common.Authentication.Abstractions","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Microsoft.Azure.Common","2.0.0.0","Microsoft.Azure.Commands.Management.Storage","1.0.4.3","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.Commands.ResourceManager.Common","4.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.Commands.Common.Authentication.Abstractions","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.Commands.ResourceManager.Common","4.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Microsoft.Threading.Tasks","1.0.12.0","Hyak.Common","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Microsoft.Threading.Tasks","1.0.12.0","Microsoft.Azure.Commands.Management.Storage","1.0.4.3","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Microsoft.WindowsAzure.Commands.Common","4.0.0.0","Microsoft.Azure.Commands.Management.Storage","1.0.4.3","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Microsoft.WindowsAzure.Commands.Common","4.0.0.0","Microsoft.Azure.Commands.ResourceManager.Common","4.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Microsoft.WindowsAzure.Commands.Common.Storage","1.0.0.0","Microsoft.Azure.Commands.Management.Storage","1.0.4.3","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Microsoft.WindowsAzure.Management.Storage","5.0.0.0","Microsoft.Azure.Commands.Management.Storage","1.0.4.3","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Microsoft.WindowsAzure.Storage","6.1.0.0","Microsoft.Azure.Commands.Management.Storage","1.0.4.3","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Microsoft.WindowsAzure.Storage","6.1.0.0","Microsoft.WindowsAzure.Commands.Common.Storage","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Newtonsoft.Json","6.0.0.0","Hyak.Common","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Newtonsoft.Json","6.0.0.0","Microsoft.Azure.Commands.Common.Authentication.Abstractions","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Newtonsoft.Json","6.0.0.0","Microsoft.Azure.Commands.Management.Storage","1.0.4.3","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Newtonsoft.Json","6.0.0.0","Microsoft.Azure.Commands.ResourceManager.Common","4.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Newtonsoft.Json","6.0.0.0","Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Newtonsoft.Json","6.0.0.0","Microsoft.Rest.ClientRuntime","2.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Newtonsoft.Json","6.0.0.0","Microsoft.WindowsAzure.Commands.Common","4.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Newtonsoft.Json","6.0.0.0","Microsoft.WindowsAzure.Storage","6.1.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"System.Spatial","5.8.1.0","Microsoft.Data.OData","5.8.1.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"System.Spatial","5.8.1.0","Microsoft.Data.Services.Client","5.8.1.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Storage"
"Microsoft.Azure.Commerce.UsageAggregates","1.0.0.0","Microsoft.Azure.Commands.UsageAggregates","3.3.1.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Microsoft.Azure.Common","2.0.0.0","Microsoft.Azure.Commands.Common.Authentication.Abstractions","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Microsoft.Azure.Common","2.0.0.0","Microsoft.Azure.Commerce.UsageAggregates","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","Microsoft.Azure.Commands.ResourceManager.Common","4.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.Commands.Common.Authentication.Abstractions","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.Commands.ResourceManager.Common","4.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Microsoft.Threading.Tasks","1.0.12.0","Hyak.Common","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Microsoft.Threading.Tasks","1.0.12.0","Microsoft.Azure.Commerce.UsageAggregates","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Microsoft.WindowsAzure.Commands.Common","4.0.0.0","Microsoft.Azure.Commands.ResourceManager.Common","4.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Microsoft.WindowsAzure.Commands.Common","4.0.0.0","Microsoft.Azure.Commands.UsageAggregates","3.3.1.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Newtonsoft.Json","6.0.0.0","Hyak.Common","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Newtonsoft.Json","6.0.0.0","Microsoft.Azure.Commands.Common.Authentication.Abstractions","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Newtonsoft.Json","6.0.0.0","Microsoft.Azure.Commands.ResourceManager.Common","4.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Newtonsoft.Json","6.0.0.0","Microsoft.Azure.Commerce.UsageAggregates","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Newtonsoft.Json","6.0.0.0","Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Newtonsoft.Json","6.0.0.0","Microsoft.Rest.ClientRuntime","2.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Newtonsoft.Json","6.0.0.0","Microsoft.WindowsAzure.Commands.Common","4.0.0.0","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.UsageAggregates"
"Microsoft.Azure.Common","2.0.0.0","Microsoft.Azure.Commands.Common.Authentication.Abstractions","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Azure.Commands.Common.Authentication.Abstractions","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage"
"Microsoft.Rest.ClientRuntime","2.0.0.0","Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage"
"Microsoft.Threading.Tasks","1.0.12.0","Hyak.Common","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage"
"Microsoft.WindowsAzure.Storage.DataMovement","0.2.0.0","Microsoft.WindowsAzure.Commands.Storage","3.2.0.0","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage"
"Microsoft.WindowsAzure.Storage","6.1.0.0","Microsoft.WindowsAzure.Commands.Common.Storage","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage"
"Microsoft.WindowsAzure.Storage","6.1.0.0","Microsoft.WindowsAzure.Commands.Storage","3.2.0.0","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage"
"Microsoft.WindowsAzure.Storage","6.1.0.0","Microsoft.WindowsAzure.Storage.DataMovement","0.2.0.0","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage"
"Newtonsoft.Json","6.0.0.0","Hyak.Common","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage"
"Newtonsoft.Json","6.0.0.0","Microsoft.Azure.Commands.Common.Authentication.Abstractions","1.0.0.0","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage"
"Newtonsoft.Json","6.0.0.0","Microsoft.Rest.ClientRuntime.Azure","3.0.0.0","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage"
"Newtonsoft.Json","6.0.0.0","Microsoft.Rest.ClientRuntime","2.0.0.0","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage"
"Newtonsoft.Json","6.0.0.0","Microsoft.WindowsAzure.Commands.Common","4.0.0.0","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage"
"Newtonsoft.Json","6.0.0.0","Microsoft.WindowsAzure.Storage","6.1.0.0","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage"
"System.Spatial","5.8.1.0","Microsoft.Data.OData","5.8.1.0","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage"
"System.Spatial","5.8.1.0","Microsoft.Data.Services.Client","5.8.1.0","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage"
