"Assembly","HelpFile","Target","Severity","ProblemId","Description","Remediation"
"C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Compute\Microsoft.Azure.Commands.Compute.dll","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Compute\Microsoft.Azure.Commands.Compute.dll-Help.xml","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Compute\Microsoft.Azure.Commands.Compute.dll","0","6000","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Compute\Microsoft.Azure.Commands.Compute.dll has no matching help file","Make sure a dll Help file for C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Compute\Microsoft.Azure.Commands.Compute.dll exists and it is being copied to the output directory."
"C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Compute\Microsoft.Azure.Commands.Network.dll","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Compute\Microsoft.Azure.Commands.Network.dll-Help.xml","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Compute\Microsoft.Azure.Commands.Network.dll","0","6000","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Compute\Microsoft.Azure.Commands.Network.dll has no matching help file","Make sure a dll Help file for C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Compute\Microsoft.Azure.Commands.Network.dll exists and it is being copied to the output directory."
"C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Network\Microsoft.Azure.Commands.Network.dll","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Network\Microsoft.Azure.Commands.Network.dll-Help.xml","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Network\Microsoft.Azure.Commands.Network.dll","0","6000","C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Network\Microsoft.Azure.Commands.Network.dll has no matching help file","Make sure a dll Help file for C:\td\azure-powershell\src\Stack\Debug\ResourceManager\AzureResourceManager\AzureRM.Network\Microsoft.Azure.Commands.Network.dll exists and it is being copied to the output directory."
"C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage\Microsoft.WindowsAzure.Commands.Storage.dll","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage\Microsoft.WindowsAzure.Commands.Storage.dll-Help.xml","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage\Microsoft.WindowsAzure.Commands.Storage.dll","0","6000","C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage\Microsoft.WindowsAzure.Commands.Storage.dll has no matching help file","Make sure a dll Help file for C:\td\azure-powershell\src\Stack\Debug\Storage\Azure.Storage\Microsoft.WindowsAzure.Commands.Storage.dll exists and it is being copied to the output directory."
