"Module","Cmdlet","Example","Line","RuleName","ProblemId","Severity","Description","Extent","Remediation"
"Az.App","New-AzContainerAppManagedEnvCert","1","1","Invalid_Cmdlet","5000","1","New-SelfSignedCertificate is not a valid command name.","New-SelfSignedCertificate -DnsName 'www.fabrikam.com', 'www.contoso.com' -CertStoreLocation 'cert:\LocalMachine\My'","Check the spell of New-SelfSignedCertificate."
"Az.App","Get-AzContainerAppManagedEnvCert","3","2","Invalid_Cmdlet","5000","1","Get-AzContainerAppManagGet-AzContainerAppManagedEnvCert is not a valid command name.","Get-AzContainerAppManagGet-AzContainerAppManagedEnvCert -ManagedEnvironmentInputObject $managedenv -Name azps-env-cert","Check the spell of Get-AzContainerAppManagGet-AzContainerAppManagedEnvCert."
"Az.App","New-AzContainerApp","1","15","Unassigned_Parameter","5013","1","New-AzContainerAppTrafficWeightObject -LatestRevision must be assigned with a value.","-LatestRevision:$True","Assign value for the parameter -LatestRevision."
"Az.App","New-AzContainerApp","1","20","Unassigned_Parameter","5013","1","New-AzContainerAppConfigurationObject -IngressExternal must be assigned with a value.","-IngressExternal:$True","Assign value for the parameter -IngressExternal."
"Az.App","New-AzContainerApp","1","20","Unassigned_Parameter","5013","1","New-AzContainerAppConfigurationObject -CorPolicyAllowCredentials must be assigned with a value.","-CorPolicyAllowCredentials:$True","Assign value for the parameter -CorPolicyAllowCredentials."
"Az.App","New-AzContainerApp","1","20","Unassigned_Parameter","5013","1","New-AzContainerAppConfigurationObject -DaprEnabled must be assigned with a value.","-DaprEnabled:$True","Assign value for the parameter -DaprEnabled."
"Az.App","New-AzContainerApp","1","20","Unassigned_Parameter","5013","1","New-AzContainerAppConfigurationObject -DaprEnableApiLogging must be assigned with a value.","-DaprEnableApiLogging:$True","Assign value for the parameter -DaprEnableApiLogging."
"Az.App","New-AzContainerApp","2","11","Unassigned_Parameter","5013","1","New-AzContainerAppTrafficWeightObject -LatestRevision must be assigned with a value.","-LatestRevision:$True","Assign value for the parameter -LatestRevision."
"Az.App","New-AzContainerApp","2","13","Unassigned_Parameter","5013","1","New-AzContainerAppConfigurationObject -IngressExternal must be assigned with a value.","-IngressExternal:$True","Assign value for the parameter -IngressExternal."
"Az.App","New-AzContainerAppConfigurationObject","1","5","Unassigned_Parameter","5013","1","New-AzContainerAppConfigurationObject -IngressExternal must be assigned with a value.","-IngressExternal:$True","Assign value for the parameter -IngressExternal."
"Az.App","New-AzContainerAppConfigurationObject","1","5","Unassigned_Parameter","5013","1","New-AzContainerAppConfigurationObject -CorPolicyAllowCredentials must be assigned with a value.","-CorPolicyAllowCredentials:$True","Assign value for the parameter -CorPolicyAllowCredentials."
"Az.App","New-AzContainerAppConfigurationObject","1","5","Unassigned_Parameter","5013","1","New-AzContainerAppConfigurationObject -DaprEnabled must be assigned with a value.","-DaprEnabled:$True","Assign value for the parameter -DaprEnabled."
"Az.App","New-AzContainerAppConfigurationObject","1","5","Unassigned_Parameter","5013","1","New-AzContainerAppConfigurationObject -DaprEnableApiLogging must be assigned with a value.","-DaprEnableApiLogging:$True","Assign value for the parameter -DaprEnableApiLogging."
"Az.App","New-AzContainerAppTrafficWeightObject","1","1","Unassigned_Parameter","5013","1","New-AzContainerAppTrafficWeightObject -LatestRevision must be assigned with a value.","-LatestRevision:$True","Assign value for the parameter -LatestRevision."
"Az.App","Remove-AzContainerAppConnectedEnvDapr","3","3","Invalid_Parameter_Name","5011","1","Remove-AzContainerAppConnectedEnvDapr -InpitObject is not a valid parameter name.","-InpitObject","Check validity of the parameter -InpitObject."
"Az.App","Update-AzContainerApp","1","2","Unassigned_Parameter","5013","1","New-AzContainerAppConfigurationObject -DaprEnabled must be assigned with a value.","-DaprEnabled:$True","Assign value for the parameter -DaprEnabled."
"Az.App","Update-AzContainerApp","1","2","Unassigned_Parameter","5013","1","New-AzContainerAppConfigurationObject -DaprEnableApiLogging must be assigned with a value.","-DaprEnableApiLogging:$True","Assign value for the parameter -DaprEnableApiLogging."
"Az.App","Update-AzContainerApp","2","4","Unassigned_Parameter","5013","1","New-AzContainerAppConfigurationObject -DaprEnabled must be assigned with a value.","-DaprEnabled:$True","Assign value for the parameter -DaprEnabled."
"Az.App","Update-AzContainerApp","2","4","Unassigned_Parameter","5013","1","New-AzContainerAppConfigurationObject -DaprEnableApiLogging must be assigned with a value.","-DaprEnableApiLogging:$True","Assign value for the parameter -DaprEnableApiLogging."
"Az.App","Disable-AzContainerAppRevision","2","2","Mismatched_Parameter_Value_Type","5111","2","Disable-AzContainerAppRevision -ContainerAppInputObject $containerapp is not an expected parameter value type.","-ContainerAppInputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.App.Models.IAppIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.App.Models.IContainerApp.(Command)."
"Az.App","Enable-AzContainerAppRevision","2","2","Mismatched_Parameter_Value_Type","5111","2","Enable-AzContainerAppRevision -ContainerAppInputObject $containerapp is not an expected parameter value type.","-ContainerAppInputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.App.Models.IAppIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.App.Models.IContainerApp.(Command)."
"Az.App","Get-AzContainerAppAuthConfig","3","2","Mismatched_Parameter_Value_Type","5111","2","Get-AzContainerAppAuthConfig -ContainerAppInputObject $containerapp is not an expected parameter value type.","-ContainerAppInputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.App.Models.IAppIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.App.Models.IContainerApp.(Command)."
"Az.App","Get-AzContainerAppAuthToken","2","2","Mismatched_Parameter_Value_Type","5111","2","Get-AzContainerAppAuthToken -InputObject $containerapp is not an expected parameter value type.","-InputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.App.Models.IAppIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.App.Models.IContainerApp.(Command)."
"Az.App","Get-AzContainerAppConnectedEnvCert","3","2","Mismatched_Parameter_Value_Type","5111","2","Get-AzContainerAppConnectedEnvCert -ConnectedEnvironmentInputObject $connectedenv is not an expected parameter value type.","-ConnectedEnvironmentInputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.App.Models.IAppIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.App.Models.IConnectedEnvironment.(Command)."
"Az.App","Get-AzContainerAppConnectedEnvDapr","3","2","Mismatched_Parameter_Value_Type","5111","2","Get-AzContainerAppConnectedEnvDapr -ConnectedEnvironmentInputObject $connectedenv is not an expected parameter value type.","-ConnectedEnvironmentInputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.App.Models.IAppIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.App.Models.IConnectedEnvironment.(Command)."
