Validator,Assembly,Target,Severity,Description,Remediation
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmNetworkInterface","3","The output type Microsoft.Azure.Commands.Network.Models.PSNetworkInterface for cmdlet New-AzureRmNetworkInterface has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmNetworkInterface"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmNetworkInterface","0","The cmdlet Remove-AzureRmNetworkInterface has no OutputType attribute.  Please add an OutputType attribute for each of the types the cmdlet may output.","Add OutputType attribute for each output type of cmdlet Remove-AzureRmNetworkInterface."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmNetworkInterface","3","The output type Microsoft.Azure.Commands.Network.Models.PSNetworkInterface for cmdlet Set-AzureRmNetworkInterface has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmNetworkInterface"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmNetworkSecurityGroup","3","The output type Microsoft.Azure.Commands.Network.Models.PSNetworkSecurityGroup for cmdlet Get-AzureRmNetworkSecurityGroup has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmNetworkSecurityGroup"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmNetworkSecurityGroup","3","The output type Microsoft.Azure.Commands.Network.Models.PSNetworkSecurityGroup for cmdlet New-AzureRmNetworkSecurityGroup has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmNetworkSecurityGroup"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmNetworkSecurityGroup","0","The cmdlet Remove-AzureRmNetworkSecurityGroup has no OutputType attribute.  Please add an OutputType attribute for each of the types the cmdlet may output.","Add OutputType attribute for each output type of cmdlet Remove-AzureRmNetworkSecurityGroup."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmNetworkSecurityGroup","3","The output type Microsoft.Azure.Commands.Network.Models.PSNetworkSecurityGroup for cmdlet Set-AzureRmNetworkSecurityGroup has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmNetworkSecurityGroup"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmNetworkSecurityRuleConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSNetworkSecurityGroup for cmdlet Add-AzureRmNetworkSecurityRuleConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmNetworkSecurityRuleConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmNetworkSecurityRuleConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSSecurityRule for cmdlet Get-AzureRmNetworkSecurityRuleConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmNetworkSecurityRuleConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmNetworkSecurityRuleConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSSecurityRule for cmdlet New-AzureRmNetworkSecurityRuleConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmNetworkSecurityRuleConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmNetworkSecurityRuleConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSNetworkSecurityGroup for cmdlet Remove-AzureRmNetworkSecurityRuleConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmNetworkSecurityRuleConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmNetworkSecurityRuleConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSNetworkSecurityGroup for cmdlet Set-AzureRmNetworkSecurityRuleConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmNetworkSecurityRuleConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmExpressRouteServiceProvider","3","The output type Microsoft.Azure.Commands.Network.Models.PSExpressRouteServiceProvider for cmdlet Get-AzureRmExpressRouteServiceProvider has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmExpressRouteServiceProvider"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmPublicIpAddress","3","The output type Microsoft.Azure.Commands.Network.Models.PSPublicIpAddress for cmdlet Get-AzureRmPublicIpAddress has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmPublicIpAddress"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmPublicIpAddress","3","The output type Microsoft.Azure.Commands.Network.Models.PSPublicIpAddress for cmdlet New-AzureRmPublicIpAddress has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmPublicIpAddress"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmPublicIpAddress","0","The cmdlet Remove-AzureRmPublicIpAddress has no OutputType attribute.  Please add an OutputType attribute for each of the types the cmdlet may output.","Add OutputType attribute for each output type of cmdlet Remove-AzureRmPublicIpAddress."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmPublicIpAddress","3","The output type Microsoft.Azure.Commands.Network.Models.PSPublicIpAddress for cmdlet Set-AzureRmPublicIpAddress has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmPublicIpAddress"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmRouteTable","3","The output type Microsoft.Azure.Commands.Network.Models.PSRouteTable for cmdlet Get-AzureRmRouteTable has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmRouteTable"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmRouteTable","3","The output type Microsoft.Azure.Commands.Network.Models.PSRouteTable for cmdlet New-AzureRmRouteTable has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmRouteTable"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmRouteTable","0","The cmdlet Remove-AzureRmRouteTable has no OutputType attribute.  Please add an OutputType attribute for each of the types the cmdlet may output.","Add OutputType attribute for each output type of cmdlet Remove-AzureRmRouteTable."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmRouteTable","3","The output type Microsoft.Azure.Commands.Network.Models.PSRouteTable for cmdlet Set-AzureRmRouteTable has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmRouteTable"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmRouteConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSRouteTable for cmdlet Add-AzureRmRouteConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmRouteConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmRouteConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSRoute for cmdlet Get-AzureRmRouteConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmRouteConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmRouteConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSRoute for cmdlet New-AzureRmRouteConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmRouteConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmRouteConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSRouteTable for cmdlet Remove-AzureRmRouteConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmRouteConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmRouteConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSRouteTable for cmdlet Set-AzureRmRouteConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmRouteConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmVirtualNetwork","3","The output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetwork for cmdlet Get-AzureRmVirtualNetwork has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmVirtualNetwork"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmVirtualNetwork","3","The output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetwork for cmdlet New-AzureRmVirtualNetwork has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmVirtualNetwork"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmVirtualNetwork","0","The cmdlet Remove-AzureRmVirtualNetwork has no OutputType attribute.  Please add an OutputType attribute for each of the types the cmdlet may output.","Add OutputType attribute for each output type of cmdlet Remove-AzureRmVirtualNetwork."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmVirtualNetwork","3","The output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetwork for cmdlet Set-AzureRmVirtualNetwork has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmVirtualNetwork"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmVirtualNetworkSubnetConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetwork for cmdlet Add-AzureRmVirtualNetworkSubnetConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmVirtualNetworkSubnetConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmVirtualNetworkSubnetConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSSubnet for cmdlet Get-AzureRmVirtualNetworkSubnetConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmVirtualNetworkSubnetConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmVirtualNetworkSubnetConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSSubnet for cmdlet New-AzureRmVirtualNetworkSubnetConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmVirtualNetworkSubnetConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmVirtualNetworkSubnetConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetwork for cmdlet Remove-AzureRmVirtualNetworkSubnetConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmVirtualNetworkSubnetConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmVirtualNetworkSubnetConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetwork for cmdlet Set-AzureRmVirtualNetworkSubnetConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmVirtualNetworkSubnetConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmVpnClientRevokedCertificate","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSVpnClientRevokedCertificate","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSVpnClientRevokedCertificate in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmVpnClientRevokedCertificate","3","The output type Microsoft.Azure.Commands.Network.Models.PSVpnClientRevokedCertificate for cmdlet Add-AzureRmVpnClientRevokedCertificate has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmVpnClientRevokedCertificate"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmVpnClientRootCertificate","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSVpnClientRootCertificate","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSVpnClientRootCertificate in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Add-AzureRmVpnClientRootCertificate","3","The output type Microsoft.Azure.Commands.Network.Models.PSVpnClientRootCertificate for cmdlet Add-AzureRmVpnClientRootCertificate has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Add-AzureRmVpnClientRootCertificate"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmVirtualNetworkGateway","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmVirtualNetworkGateway","3","The output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway for cmdlet Get-AzureRmVirtualNetworkGateway has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmVirtualNetworkGateway"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmVpnClientRevokedCertificate","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSVpnClientRevokedCertificate","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSVpnClientRevokedCertificate in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmVpnClientRevokedCertificate","3","The output type Microsoft.Azure.Commands.Network.Models.PSVpnClientRevokedCertificate for cmdlet Get-AzureRmVpnClientRevokedCertificate has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmVpnClientRevokedCertificate"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmVpnClientRootCertificate","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSVpnClientRootCertificate","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSVpnClientRootCertificate in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmVpnClientRootCertificate","3","The output type Microsoft.Azure.Commands.Network.Models.PSVpnClientRootCertificate for cmdlet Get-AzureRmVpnClientRootCertificate has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmVpnClientRootCertificate"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmVirtualNetworkGateway","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmVirtualNetworkGateway","3","The output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway for cmdlet New-AzureRmVirtualNetworkGateway has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmVirtualNetworkGateway"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmVirtualNetworkGatewayIpConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGatewayIpConfiguration","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGatewayIpConfiguration in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmVirtualNetworkGatewayIpConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGatewayIpConfiguration for cmdlet New-AzureRmVirtualNetworkGatewayIpConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmVirtualNetworkGatewayIpConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmVpnClientRevokedCertificate","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSVpnClientRevokedCertificate","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSVpnClientRevokedCertificate in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmVpnClientRevokedCertificate","3","The output type Microsoft.Azure.Commands.Network.Models.PSVpnClientRevokedCertificate for cmdlet New-AzureRmVpnClientRevokedCertificate has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmVpnClientRevokedCertificate"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmVpnClientRootCertificate","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSVpnClientRootCertificate","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSVpnClientRootCertificate in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmVpnClientRootCertificate","3","The output type Microsoft.Azure.Commands.Network.Models.PSVpnClientRootCertificate for cmdlet New-AzureRmVpnClientRootCertificate has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmVpnClientRootCertificate"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmVirtualNetworkGateway","0","The cmdlet Remove-AzureRmVirtualNetworkGateway has no OutputType attribute.  Please add an OutputType attribute for each of the types the cmdlet may output.","Add OutputType attribute for each output type of cmdlet Remove-AzureRmVirtualNetworkGateway."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmVirtualNetworkGatewayDefaultSite","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmVirtualNetworkGatewayDefaultSite","3","The output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway for cmdlet Remove-AzureRmVirtualNetworkGatewayDefaultSite has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Remove-AzureRmVirtualNetworkGatewayDefaultSite"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmVpnClientRevokedCertificate","0","The cmdlet Remove-AzureRmVpnClientRevokedCertificate has no OutputType attribute.  Please add an OutputType attribute for each of the types the cmdlet may output.","Add OutputType attribute for each output type of cmdlet Remove-AzureRmVpnClientRevokedCertificate."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmVpnClientRootCertificate","0","The cmdlet Remove-AzureRmVpnClientRootCertificate has no OutputType attribute.  Please add an OutputType attribute for each of the types the cmdlet may output.","Add OutputType attribute for each output type of cmdlet Remove-AzureRmVpnClientRootCertificate."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Reset-AzureRmVirtualNetworkGateway","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Reset-AzureRmVirtualNetworkGateway","3","The output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway for cmdlet Reset-AzureRmVirtualNetworkGateway has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Reset-AzureRmVirtualNetworkGateway"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Resize-AzureRmVirtualNetworkGateway","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Resize-AzureRmVirtualNetworkGateway","3","The output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway for cmdlet Resize-AzureRmVirtualNetworkGateway has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Resize-AzureRmVirtualNetworkGateway"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmVirtualNetworkGatewayDefaultSite","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmVirtualNetworkGatewayDefaultSite","3","The output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway for cmdlet Set-AzureRmVirtualNetworkGatewayDefaultSite has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmVirtualNetworkGatewayDefaultSite"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmVirtualNetworkGatewayVpnClientConfig","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmVirtualNetworkGatewayVpnClientConfig","3","The output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGateway for cmdlet Set-AzureRmVirtualNetworkGatewayVpnClientConfig has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmVirtualNetworkGatewayVpnClientConfig"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmVirtualNetworkGatewayConnection","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGatewayConnection","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGatewayConnection in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Get-AzureRmVirtualNetworkGatewayConnection","3","The output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGatewayConnection for cmdlet Get-AzureRmVirtualNetworkGatewayConnection has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmVirtualNetworkGatewayConnection"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmVirtualNetworkGatewayConnection","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGatewayConnection","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGatewayConnection in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","New-AzureRmVirtualNetworkGatewayConnection","3","The output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGatewayConnection for cmdlet New-AzureRmVirtualNetworkGatewayConnection has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmVirtualNetworkGatewayConnection"
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Remove-AzureRmVirtualNetworkGatewayConnection","0","The cmdlet Remove-AzureRmVirtualNetworkGatewayConnection has no OutputType attribute.  Please add an OutputType attribute for each of the types the cmdlet may output.","Add OutputType attribute for each output type of cmdlet Remove-AzureRmVirtualNetworkGatewayConnection."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmVirtualNetworkGatewayConnection","1","Missing output format for cmdlet output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGatewayConnection","Add an output format for type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGatewayConnection in Microsoft.Azure.Commands.Network.format.ps1xml, or verify the default output display is correct."
"Cmdlet Output Validator","Microsoft.Azure.Commands.Network","Set-AzureRmVirtualNetworkGatewayConnection","3","The output type Microsoft.Azure.Commands.Network.Models.PSVirtualNetworkGatewayConnection for cmdlet Set-AzureRmVirtualNetworkGatewayConnection has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmVirtualNetworkGatewayConnection"
"Cmdlet Output Validator","Commands.ResourceManager.Cmdlets","Find-AzureRmResourceGroup","3","The output type System.Management.Automation.PSObject for cmdlet Find-AzureRmResourceGroup has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Find-AzureRmResourceGroup"
"Cmdlet Output Validator","Commands.ResourceManager.Cmdlets","Get-AzureRmResourceGroupDeploymentOperation","3","The output type Microsoft.Azure.Commands.ResourceManager.Cmdlets.Models.PSResourceObject for cmdlet Get-AzureRmResourceGroupDeploymentOperation has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmResourceGroupDeploymentOperation"
"Cmdlet Output Validator","Commands.ResourceManager.Cmdlets","Invoke-AzureRmResourceAction","3","The output type Microsoft.Azure.Commands.ResourceManager.Cmdlets.Models.PSResourceObject for cmdlet Invoke-AzureRmResourceAction has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Invoke-AzureRmResourceAction"
"Cmdlet Output Validator","Commands.ResourceManager.Cmdlets","Get-AzureRmResourceLock","3","The output type Newtonsoft.Json.Linq.JToken for cmdlet Get-AzureRmResourceLock has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmResourceLock"
"Cmdlet Output Validator","Commands.ResourceManager.Cmdlets","New-AzureRmResourceLock","3","The output type Newtonsoft.Json.Linq.JToken for cmdlet New-AzureRmResourceLock has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmResourceLock"
"Cmdlet Output Validator","Commands.ResourceManager.Cmdlets","Set-AzureRmResourceLock","3","The output type Newtonsoft.Json.Linq.JToken for cmdlet Set-AzureRmResourceLock has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmResourceLock"
"Cmdlet Output Validator","Commands.ResourceManager.Cmdlets","Get-AzureRmPolicyAssignment","3","The output type Newtonsoft.Json.Linq.JToken for cmdlet Get-AzureRmPolicyAssignment has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmPolicyAssignment"
"Cmdlet Output Validator","Commands.ResourceManager.Cmdlets","Get-AzureRmPolicyDefinition","3","The output type Newtonsoft.Json.Linq.JToken for cmdlet Get-AzureRmPolicyDefinition has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Get-AzureRmPolicyDefinition"
"Cmdlet Output Validator","Commands.ResourceManager.Cmdlets","New-AzureRmPolicyAssignment","3","The output type Newtonsoft.Json.Linq.JToken for cmdlet New-AzureRmPolicyAssignment has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmPolicyAssignment"
"Cmdlet Output Validator","Commands.ResourceManager.Cmdlets","New-AzureRmPolicyDefinition","3","The output type Newtonsoft.Json.Linq.JToken for cmdlet New-AzureRmPolicyDefinition has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for New-AzureRmPolicyDefinition"
"Cmdlet Output Validator","Commands.ResourceManager.Cmdlets","Set-AzureRmPolicyAssignment","3","The output type Newtonsoft.Json.Linq.JToken for cmdlet Set-AzureRmPolicyAssignment has properties that are complex types, this may result in unexpected siaply output.","Verify cmdlet output for Set-AzureRmPolicyAssignment"
