"Module","ClassName","Target","Severity","ProblemId","Description","Remediation"
"Az.NetworkCloud","Get-AzNetworkCloudVolume","Get-AzNetworkCloudVolume","0","3000","The type of property 'SizeMiB' of type 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IVolume' has changed from 'System.Nullable`1[System.Int64]' to 'System.Int64'.","Change the type of property 'SizeMiB' back to 'System.Nullable`1[System.Int64]'."
"Az.NetworkCloud","New-AzNetworkCloudVolume","New-AzNetworkCloudVolume","0","3000","The type of property 'SizeMiB' of type 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IVolume' has changed from 'System.Nullable`1[System.Int64]' to 'System.Int64'.","Change the type of property 'SizeMiB' back to 'System.Nullable`1[System.Int64]'."
"Az.NetworkCloud","Update-AzNetworkCloudClusterManager","Update-AzNetworkCloudClusterManager","0","3000","The type of property 'IdentityUserAssignedIdentity' of type 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IClusterManager' has changed from 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IUserAssignedIdentities' to 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IManagedServiceIdentityUserAssignedIdentities'.","Change the type of property 'IdentityUserAssignedIdentity' back to 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IUserAssignedIdentities'."
"Az.NetworkCloud","Update-AzNetworkCloudVolume","Update-AzNetworkCloudVolume","0","3000","The type of property 'SizeMiB' of type 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IVolume' has changed from 'System.Nullable`1[System.Int64]' to 'System.Int64'.","Change the type of property 'SizeMiB' back to 'System.Nullable`1[System.Int64]'."
"Az.NetworkCloud","Get-AzNetworkCloudCluster","Get-AzNetworkCloudCluster","0","3000","The type of property 'IdentityUserAssignedIdentity' of type 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.ICluster' has changed from 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IUserAssignedIdentities' to 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IManagedServiceIdentityUserAssignedIdentities'.","Change the type of property 'IdentityUserAssignedIdentity' back to 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IUserAssignedIdentities'."
"Az.NetworkCloud","Get-AzNetworkCloudClusterManager","Get-AzNetworkCloudClusterManager","0","3000","The type of property 'IdentityUserAssignedIdentity' of type 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IClusterManager' has changed from 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IUserAssignedIdentities' to 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IManagedServiceIdentityUserAssignedIdentities'.","Change the type of property 'IdentityUserAssignedIdentity' back to 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IUserAssignedIdentities'."
"Az.NetworkCloud","New-AzNetworkCloudCluster","New-AzNetworkCloudCluster","0","3000","The type of property 'IdentityUserAssignedIdentity' of type 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.ICluster' has changed from 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IUserAssignedIdentities' to 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IManagedServiceIdentityUserAssignedIdentities'.","Change the type of property 'IdentityUserAssignedIdentity' back to 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IUserAssignedIdentities'."
"Az.NetworkCloud","New-AzNetworkCloudClusterManager","New-AzNetworkCloudClusterManager","0","3000","The type of property 'IdentityUserAssignedIdentity' of type 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IClusterManager' has changed from 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IUserAssignedIdentities' to 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IManagedServiceIdentityUserAssignedIdentities'.","Change the type of property 'IdentityUserAssignedIdentity' back to 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IUserAssignedIdentities'."
"Az.NetworkCloud","Update-AzNetworkCloudCluster","Update-AzNetworkCloudCluster","0","3000","The type of property 'IdentityUserAssignedIdentity' of type 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.ICluster' has changed from 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IUserAssignedIdentities' to 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IManagedServiceIdentityUserAssignedIdentities'.","Change the type of property 'IdentityUserAssignedIdentity' back to 'Microsoft.Azure.PowerShell.Cmdlets.NetworkCloud.Models.IUserAssignedIdentities'."
"Az.NetworkCloud","Update-AzNetworkCloudVirtualMachine","Update-AzNetworkCloudVirtualMachine","0","2000","The cmdlet 'Update-AzNetworkCloudVirtualMachine' no longer supports the parameter 'JsonFilePath' and no alias was found for the original parameter name.","Add the parameter 'JsonFilePath' back to the cmdlet 'Update-AzNetworkCloudVirtualMachine', or add an alias to the original parameter name."
