"Assembly","HelpFile","Target","Severity","ProblemId","Description","Remediation"
"Microsoft.WindowsAzure.Commands.ServiceManagement.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.dll-Help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.IaaS.Extensions.NewAzureVMSqlServerKeyVaultCredentialConfigCommand","1","6050","Help missing for cmdlet New-AzureVMSqlServerKeyVaultCredentialConfig implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.IaaS.Extensions.NewAzureVMSqlServerKeyVaultCredentialConfigCommand","Add Help record for cmdlet New-AzureVMSqlServerKeyVaultCredentialConfig to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.dll-Help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.IaaS.SetAzureBootDiagnosticsCommand","1","6050","Help missing for cmdlet Set-AzureBootDiagnostics implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.IaaS.SetAzureBootDiagnosticsCommand","Add Help record for cmdlet Set-AzureBootDiagnostics to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.PlatformImageRepository.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.PlatformImageRepository.dll-Help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Extensions.GetAzureServiceAvailableExtensionCommand","1","6050","Help missing for cmdlet Get-AzurePlatformExtension implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Extensions.GetAzureServiceAvailableExtensionCommand","Add Help record for cmdlet Get-AzurePlatformExtension to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.PlatformImageRepository.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.PlatformImageRepository.dll-Help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.PlatformImageRepository.ImagePublishing.NewAzurePlatformMarketplaceImageConfig","1","6050","Help missing for cmdlet New-AzurePlatformMarketplaceImageConfig implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.PlatformImageRepository.ImagePublishing.NewAzurePlatformMarketplaceImageConfig","Add Help record for cmdlet New-AzurePlatformMarketplaceImageConfig to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.PlatformImageRepository.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.PlatformImageRepository.dll-Help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.PlatformImageRepository.ImagePublishing.NewAzurePlatformComputeImageConfig","1","6050","Help missing for cmdlet New-AzurePlatformComputeImageConfig implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.PlatformImageRepository.ImagePublishing.NewAzurePlatformComputeImageConfig","Add Help record for cmdlet New-AzurePlatformComputeImageConfig to help file."
"Microsoft.WindowsAzure.Commands.ExpressRoute.dll","Microsoft.WindowsAzure.Commands.ExpressRoute.dll-Help.xml","Microsoft.WindowsAzure.Commands.ExpressRoute.GetAzureCrossConnectionCommand","1","6050","Help missing for cmdlet Get-AzureCrossConnection implemented by class Microsoft.WindowsAzure.Commands.ExpressRoute.GetAzureCrossConnectionCommand","Add Help record for cmdlet Get-AzureCrossConnection to help file."
"Microsoft.WindowsAzure.Commands.ExpressRoute.dll","Microsoft.WindowsAzure.Commands.ExpressRoute.dll-Help.xml","Microsoft.WindowsAzure.Commands.ExpressRoute.NewAzureCrossConnectionCommand","1","6050","Help missing for cmdlet New-AzureCrossConnection implemented by class Microsoft.WindowsAzure.Commands.ExpressRoute.NewAzureCrossConnectionCommand","Add Help record for cmdlet New-AzureCrossConnection to help file."
"Microsoft.WindowsAzure.Commands.ExpressRoute.dll","Microsoft.WindowsAzure.Commands.ExpressRoute.dll-Help.xml","Microsoft.WindowsAzure.Commands.ExpressRoute.SetAzureCrossConnectionCommand","1","6050","Help missing for cmdlet Set-AzureCrossConnection implemented by class Microsoft.WindowsAzure.Commands.ExpressRoute.SetAzureCrossConnectionCommand","Add Help record for cmdlet Set-AzureCrossConnection to help file."
"Microsoft.WindowsAzure.Commands.ExpressRoute.dll","Microsoft.WindowsAzure.Commands.ExpressRoute.dll-Help.xml","Microsoft.WindowsAzure.Commands.ExpressRoute.GetAzureDedicatedCircuitPeeringArpInfoCommand","1","6050","Help missing for cmdlet Get-AzureDedicatedCircuitPeeringArpInfo implemented by class Microsoft.WindowsAzure.Commands.ExpressRoute.GetAzureDedicatedCircuitPeeringArpInfoCommand","Add Help record for cmdlet Get-AzureDedicatedCircuitPeeringArpInfo to help file."
"Microsoft.WindowsAzure.Commands.ExpressRoute.dll","Microsoft.WindowsAzure.Commands.ExpressRoute.dll-Help.xml","Microsoft.WindowsAzure.Commands.ExpressRoute.GetAzureDedicatedCircuitPeeringRouteTableInfoCommand","1","6050","Help missing for cmdlet Get-AzureDedicatedCircuitPeeringRouteTableInfo implemented by class Microsoft.WindowsAzure.Commands.ExpressRoute.GetAzureDedicatedCircuitPeeringRouteTableInfoCommand","Add Help record for cmdlet Get-AzureDedicatedCircuitPeeringRouteTableInfo to help file."
"Microsoft.WindowsAzure.Commands.ExpressRoute.dll","Microsoft.WindowsAzure.Commands.ExpressRoute.dll-Help.xml","Microsoft.WindowsAzure.Commands.ExpressRoute.GetAzureDedicatedCircuitPeeringRouteTableSummaryCommand","1","6050","Help missing for cmdlet Get-AzureDedicatedCircuitPeeringRouteTableSummary implemented by class Microsoft.WindowsAzure.Commands.ExpressRoute.GetAzureDedicatedCircuitPeeringRouteTableSummaryCommand","Add Help record for cmdlet Get-AzureDedicatedCircuitPeeringRouteTableSummary to help file."
"Microsoft.WindowsAzure.Commands.ExpressRoute.dll","Microsoft.WindowsAzure.Commands.ExpressRoute.dll-Help.xml","Microsoft.WindowsAzure.Commands.ExpressRoute.GetAzureDedicatedCircuitPeeringStatsCommand","1","6050","Help missing for cmdlet Get-AzureDedicatedCircuitStats implemented by class Microsoft.WindowsAzure.Commands.ExpressRoute.GetAzureDedicatedCircuitPeeringStatsCommand","Add Help record for cmdlet Get-AzureDedicatedCircuitStats to help file."
"Microsoft.WindowsAzure.Commands.ExpressRoute.dll","Microsoft.WindowsAzure.Commands.ExpressRoute.dll-Help.xml","Microsoft.WindowsAzure.Commands.ExpressRoute.SetAzureDedicatedCircuitPropertiesCommand","1","6050","Help missing for cmdlet Set-AzureDedicatedCircuitProperties implemented by class Microsoft.WindowsAzure.Commands.ExpressRoute.SetAzureDedicatedCircuitPropertiesCommand","Add Help record for cmdlet Set-AzureDedicatedCircuitProperties to help file."
"Microsoft.WindowsAzure.Commands.HDInsight.dll","Microsoft.WindowsAzure.Commands.HDInsight.dll-Help.xml","Microsoft.WindowsAzure.Management.HDInsight.Cmdlet.PSCmdlets.AddAzureHDInsightScriptActionCmdlet","1","6050","Help missing for cmdlet Add-AzureHDInsightScriptAction implemented by class Microsoft.WindowsAzure.Management.HDInsight.Cmdlet.PSCmdlets.AddAzureHDInsightScriptActionCmdlet","Add Help record for cmdlet Add-AzureHDInsightScriptAction to help file."
"Microsoft.WindowsAzure.Commands.HDInsight.dll","Microsoft.WindowsAzure.Commands.HDInsight.dll-Help.xml","Microsoft.WindowsAzure.Management.HDInsight.Cmdlet.PSCmdlets.GrantAzureHdinsightRdpAccessCmdlet","1","6050","Help missing for cmdlet Grant-AzureHDInsightRdpAccess implemented by class Microsoft.WindowsAzure.Management.HDInsight.Cmdlet.PSCmdlets.GrantAzureHdinsightRdpAccessCmdlet","Add Help record for cmdlet Grant-AzureHDInsightRdpAccess to help file."
"Microsoft.WindowsAzure.Commands.HDInsight.dll","Microsoft.WindowsAzure.Commands.HDInsight.dll-Help.xml","Microsoft.WindowsAzure.Management.HDInsight.Cmdlet.PSCmdlets.RevokeAzureHDInsightRdpAccessCmdlet","1","6050","Help missing for cmdlet Revoke-AzureHDInsightRdpAccess implemented by class Microsoft.WindowsAzure.Management.HDInsight.Cmdlet.PSCmdlets.RevokeAzureHDInsightRdpAccessCmdlet","Add Help record for cmdlet Revoke-AzureHDInsightRdpAccess to help file."
"Microsoft.WindowsAzure.Commands.HDInsight.dll","Microsoft.WindowsAzure.Commands.HDInsight.dll-Help.xml","Microsoft.WindowsAzure.Commands.HDInsight.Cmdlet.PSCmdlets.SetAzureHDInsightClusterSizeCmdlet","1","6050","Help missing for cmdlet Set-AzureHDInsightClusterSize implemented by class Microsoft.WindowsAzure.Commands.HDInsight.Cmdlet.PSCmdlets.SetAzureHDInsightClusterSizeCmdlet","Add Help record for cmdlet Set-AzureHDInsightClusterSize to help file."
"Microsoft.Azure.Commands.ManagedCache.dll","Microsoft.Azure.Commands.ManagedCache.dll-help.xml","Microsoft.Azure.Commands.ManagedCache.AzureManagedCacheLocation","1","6050","Help missing for cmdlet Get-AzureManagedCacheLocation implemented by class Microsoft.Azure.Commands.ManagedCache.AzureManagedCacheLocation","Add Help record for cmdlet Get-AzureManagedCacheLocation to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.GetAzureVirtualNetworkConnectionGateway","1","6050","Help missing for cmdlet Get-AzureVirtualNetworkGatewayConnection implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.GetAzureVirtualNetworkConnectionGateway","Add Help record for cmdlet Get-AzureVirtualNetworkGatewayConnection to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.GetAzureVirtualNetworkGatewayDiagnostics","1","6050","Help missing for cmdlet Get-AzureVirtualNetworkGatewayDiagnostics implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.GetAzureVirtualNetworkGatewayDiagnostics","Add Help record for cmdlet Get-AzureVirtualNetworkGatewayDiagnostics to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.GetAzureVirtualNetworkGatewayIPsecParameters","1","6050","Help missing for cmdlet Get-AzureVirtualNetworkGatewayIPsecParameters implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.GetAzureVirtualNetworkGatewayIPsecParameters","Add Help record for cmdlet Get-AzureVirtualNetworkGatewayIPsecParameters to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.GetAzureVirtualNetworkGatewayKey","1","6050","Help missing for cmdlet Get-AzureVirtualNetworkGatewayKey implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.GetAzureVirtualNetworkGatewayKey","Add Help record for cmdlet Get-AzureVirtualNetworkGatewayKey to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.NewAzureVirtualNetworkGatewayCommand","1","6050","Help missing for cmdlet New-AzureVirtualNetworkGateway implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.NewAzureVirtualNetworkGatewayCommand","Add Help record for cmdlet New-AzureVirtualNetworkGateway to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.NewAzureVirtualNetworkGatewayConnectionCommand","1","6050","Help missing for cmdlet New-AzureVirtualNetworkGatewayConnection implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.NewAzureVirtualNetworkGatewayConnectionCommand","Add Help record for cmdlet New-AzureVirtualNetworkGatewayConnection to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.ResetAzureVirtualNetworkGatewayKey","1","6050","Help missing for cmdlet Reset-AzureVirtualNetworkGatewayKey implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.ResetAzureVirtualNetworkGatewayKey","Add Help record for cmdlet Reset-AzureVirtualNetworkGatewayKey to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.SetAzureVirtualNetworkGatewayIPsecParameters","1","6050","Help missing for cmdlet Set-AzureVirtualNetworkGatewayIPsecParameters implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.SetAzureVirtualNetworkGatewayIPsecParameters","Add Help record for cmdlet Set-AzureVirtualNetworkGatewayIPsecParameters to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.SetAzureVirtualNetworkGatewayKey","1","6050","Help missing for cmdlet Set-AzureVirtualNetworkGatewayKey implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.SetAzureVirtualNetworkGatewayKey","Add Help record for cmdlet Set-AzureVirtualNetworkGatewayKey to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.StartAzureVirtualNetworkGatewayDiagnostics","1","6050","Help missing for cmdlet Start-AzureVirtualNetworkGatewayDiagnostics implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.StartAzureVirtualNetworkGatewayDiagnostics","Add Help record for cmdlet Start-AzureVirtualNetworkGatewayDiagnostics to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.StopAzureVirtualNetworkGatewayDiagnostics","1","6050","Help missing for cmdlet Stop-AzureVirtualNetworkGatewayDiagnostics implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.StopAzureVirtualNetworkGatewayDiagnostics","Add Help record for cmdlet Stop-AzureVirtualNetworkGatewayDiagnostics to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.GetAzureLocalNetworkGateway","1","6050","Help missing for cmdlet Get-AzureLocalNetworkGateway implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.GetAzureLocalNetworkGateway","Add Help record for cmdlet Get-AzureLocalNetworkGateway to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.GetAzureVirtualNetworkGateway","1","6050","Help missing for cmdlet Get-AzureVirtualNetworkGateway implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.GetAzureVirtualNetworkGateway","Add Help record for cmdlet Get-AzureVirtualNetworkGateway to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.NewAzureLocalNetworkGateway","1","6050","Help missing for cmdlet New-AzureLocalNetworkGateway implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.NewAzureLocalNetworkGateway","Add Help record for cmdlet New-AzureLocalNetworkGateway to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.RemoveAzureLocalNetworkGateway","1","6050","Help missing for cmdlet Remove-AzureLocalNetworkGateway implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.RemoveAzureLocalNetworkGateway","Add Help record for cmdlet Remove-AzureLocalNetworkGateway to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.RemoveAzureVirtualNetworkGateway","1","6050","Help missing for cmdlet Remove-AzureVirtualNetworkGateway implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.RemoveAzureVirtualNetworkGateway","Add Help record for cmdlet Remove-AzureVirtualNetworkGateway to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.RemoveAzureVirtualNetworkGatewayConnection","1","6050","Help missing for cmdlet Remove-AzureVirtualNetworkGatewayConnection implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.RemoveAzureVirtualNetworkGatewayConnection","Add Help record for cmdlet Remove-AzureVirtualNetworkGatewayConnection to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.ResetAzureVirtualNetworkGateway","1","6050","Help missing for cmdlet Reset-AzureVirtualNetworkGateway implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.ResetAzureVirtualNetworkGateway","Add Help record for cmdlet Reset-AzureVirtualNetworkGateway to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.ResizeAzureVirtualNetworkGateway","1","6050","Help missing for cmdlet Resize-AzureVirtualNetworkGateway implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.ResizeAzureVirtualNetworkGateway","Add Help record for cmdlet Resize-AzureVirtualNetworkGateway to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.ResetAzureLocalNetworkGateway","1","6050","Help missing for cmdlet Reset-AzureLocalNetworkGateway implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.ResetAzureLocalNetworkGateway","Add Help record for cmdlet Reset-AzureLocalNetworkGateway to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.ResetAzureVirtualNetworkGatewayConnection","1","6050","Help missing for cmdlet Reset-AzureVirtualNetworkGatewayConnection implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.Network.Gateway.ResetAzureVirtualNetworkGatewayConnection","Add Help record for cmdlet Reset-AzureVirtualNetworkGatewayConnection to help file."
"Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll","Microsoft.WindowsAzure.Commands.ServiceManagement.Network.dll-help.xml","Microsoft.WindowsAzure.Commands.ServiceManagement.IaaS.GetAzureNetworkSecurityGroupConfigCommand","1","6050","Help missing for cmdlet Get-AzureNetworkSecurityGroupConfig implemented by class Microsoft.WindowsAzure.Commands.ServiceManagement.IaaS.GetAzureNetworkSecurityGroupConfigCommand","Add Help record for cmdlet Get-AzureNetworkSecurityGroupConfig to help file."
"Microsoft.WindowsAzure.Commands.RemoteApp.dll","Microsoft.WindowsAzure.Commands.RemoteApp.dll-help.xml","Microsoft.WindowsAzure.Management.RemoteApp.Cmdlets.ClearAzureRemoteAppVmStaleAdObject","1","6050","Help missing for cmdlet Clear-AzureRemoteAppVmStaleAdObject implemented by class Microsoft.WindowsAzure.Management.RemoteApp.Cmdlets.ClearAzureRemoteAppVmStaleAdObject","Add Help record for cmdlet Clear-AzureRemoteAppVmStaleAdObject to help file."
"Microsoft.WindowsAzure.Commands.RemoteApp.dll","Microsoft.WindowsAzure.Commands.RemoteApp.dll-help.xml","Microsoft.WindowsAzure.Management.RemoteApp.Cmdlets.GetAzureRemoteAppVm","1","6050","Help missing for cmdlet Get-AzureRemoteAppVM implemented by class Microsoft.WindowsAzure.Management.RemoteApp.Cmdlets.GetAzureRemoteAppVm","Add Help record for cmdlet Get-AzureRemoteAppVM to help file."
"Microsoft.WindowsAzure.Commands.RemoteApp.dll","Microsoft.WindowsAzure.Commands.RemoteApp.dll-help.xml","Microsoft.WindowsAzure.Management.RemoteApp.Cmdlets.GetAzureRemoteAppVmStaleAdObject","1","6050","Help missing for cmdlet Get-AzureRemoteAppVmStaleAdObject implemented by class Microsoft.WindowsAzure.Management.RemoteApp.Cmdlets.GetAzureRemoteAppVmStaleAdObject","Add Help record for cmdlet Get-AzureRemoteAppVmStaleAdObject to help file."
"Microsoft.WindowsAzure.Commands.RemoteApp.dll","Microsoft.WindowsAzure.Commands.RemoteApp.dll-help.xml","Microsoft.WindowsAzure.Management.RemoteApp.Cmdlets.RestartAzureRemoteAppVm","1","6050","Help missing for cmdlet Restart-AzureRemoteAppVM implemented by class Microsoft.WindowsAzure.Management.RemoteApp.Cmdlets.RestartAzureRemoteAppVm","Add Help record for cmdlet Restart-AzureRemoteAppVM to help file."
"Microsoft.WindowsAzure.Commands.Profile.dll","Microsoft.WindowsAzure.Commands.Profile.dll-Help.xml","Microsoft.WindowsAzure.Commands.Profile.EnableAzureDataCollectionCommand","1","6050","Help missing for cmdlet Enable-AzureDataCollection implemented by class Microsoft.WindowsAzure.Commands.Profile.EnableAzureDataCollectionCommand","Add Help record for cmdlet Enable-AzureDataCollection to help file."
"Microsoft.WindowsAzure.Commands.Profile.dll","Microsoft.WindowsAzure.Commands.Profile.dll-Help.xml","Microsoft.WindowsAzure.Commands.Profile.DisableAzureDataCollectionCommand","1","6050","Help missing for cmdlet Disable-AzureDataCollection implemented by class Microsoft.WindowsAzure.Commands.Profile.DisableAzureDataCollectionCommand","Add Help record for cmdlet Disable-AzureDataCollection to help file."
"Microsoft.WindowsAzure.Commands.SqlDatabase.dll","Microsoft.WindowsAzure.Commands.SqlDatabase.dll-Help.xml","Microsoft.WindowsAzure.Commands.SqlDatabase.Database.Cmdlet.GetAzureSqlDatabaseUsages","1","6050","Help missing for cmdlet Get-AzureSqlDatabaseUsages implemented by class Microsoft.WindowsAzure.Commands.SqlDatabase.Database.Cmdlet.GetAzureSqlDatabaseUsages","Add Help record for cmdlet Get-AzureSqlDatabaseUsages to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.GetAzureAppServicePlanMetricsCmdlet","1","6050","Help missing for cmdlet Get-AzureRmAppServicePlanMetrics implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.GetAzureAppServicePlanMetricsCmdlet","Add Help record for cmdlet Get-AzureRmAppServicePlanMetrics to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.BackupRestore.NewAzureRmWebAppDatabaseBackupSetting","1","6050","Help missing for cmdlet New-AzureRmWebAppDatabaseBackupSetting implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.BackupRestore.NewAzureRmWebAppDatabaseBackupSetting","Add Help record for cmdlet New-AzureRmWebAppDatabaseBackupSetting to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.BackupRestore.RestoreAzureWebAppBackup","1","6050","Help missing for cmdlet Restore-AzureRmWebAppBackup implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.BackupRestore.RestoreAzureWebAppBackup","Add Help record for cmdlet Restore-AzureRmWebAppBackup to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.GetAzureWebAppCertificate","1","6050","Help missing for cmdlet Get-AzureRmWebAppCertificate implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.GetAzureWebAppCertificate","Add Help record for cmdlet Get-AzureRmWebAppCertificate to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.GetAzureWebAppSSLBinding","1","6050","Help missing for cmdlet Get-AzureRmWebAppSSLBinding implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.GetAzureWebAppSSLBinding","Add Help record for cmdlet Get-AzureRmWebAppSSLBinding to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.NewAzureWebAppSSLBinding","1","6050","Help missing for cmdlet New-AzureRmWebAppSSLBinding implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.NewAzureWebAppSSLBinding","Add Help record for cmdlet New-AzureRmWebAppSSLBinding to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.RemoveAzureWebAppSSLBinding","1","6050","Help missing for cmdlet Remove-AzureRmWebAppSSLBinding implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.WebApps.RemoveAzureWebAppSSLBinding","Add Help record for cmdlet Remove-AzureRmWebAppSSLBinding to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.GetAzureWebAppSlotCmdlet","1","6050","Help missing for cmdlet Get-AzureRmWebAppSlot implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.GetAzureWebAppSlotCmdlet","Add Help record for cmdlet Get-AzureRmWebAppSlot to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.GetAzureWebAppSlotMetricsCmdlet","1","6050","Help missing for cmdlet Get-AzureRmWebAppSlotMetrics implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.GetAzureWebAppSlotMetricsCmdlet","Add Help record for cmdlet Get-AzureRmWebAppSlotMetrics to help file."
"Microsoft.Azure.Commands.Websites.dll","Microsoft.Azure.Commands.Websites.dll-Help.xml","Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.GetAzureWebAppSlotPublishingProfileCmdlet","1","6050","Help missing for cmdlet Get-AzureRmWebAppSlotPublishingProfile implemented by class Microsoft.Azure.Commands.WebApps.Cmdlets.DeploymentSlots.GetAzureWebAppSlotPublishingProfileCmdlet","Add Help record for cmdlet Get-AzureRmWebAppSlotPublishingProfile to help file."
