"Module","ClassName","Target","Severity","ProblemId","Description","Remediation"
"Az.Portal","Get-AzPortalDashboard","Get-AzPortalDashboard","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Get-AzPortalDashboard does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Portal","New-AzPortalDashboard","New-AzPortalDashboard","1","8100","New-AzPortalDashboard Does not support ShouldProcess but the cmdlet verb New indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Az.Portal","New-AzPortalDashboard","New-AzPortalDashboard","1","8410","Parameter Lens of cmdlet New-AzPortalDashboard does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Portal","New-AzPortalDashboard","New-AzPortalDashboard","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet New-AzPortalDashboard does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Portal","Remove-AzPortalDashboard","Remove-AzPortalDashboard","1","8100","Remove-AzPortalDashboard Does not support ShouldProcess but the cmdlet verb Remove indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Az.Portal","Remove-AzPortalDashboard","Remove-AzPortalDashboard","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Remove-AzPortalDashboard does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Portal","Set-AzPortalDashboard","Set-AzPortalDashboard","1","8100","Set-AzPortalDashboard Does not support ShouldProcess but the cmdlet verb Set indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Az.Portal","Set-AzPortalDashboard","Set-AzPortalDashboard","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Set-AzPortalDashboard does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Portal","Update-AzPortalDashboard","Update-AzPortalDashboard","1","8100","Update-AzPortalDashboard Does not support ShouldProcess but the cmdlet verb Update indicates that it should.","Determine if the cmdlet should implement ShouldProcess and if so determine if it should implement Force / ShouldContinue"
"Az.Portal","Update-AzPortalDashboard","Update-AzPortalDashboard","1","8410","Parameter Lens of cmdlet Update-AzPortalDashboard does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
"Az.Portal","Update-AzPortalDashboard","Update-AzPortalDashboard","1","8410","Parameter ProxyUseDefaultCredentials of cmdlet Update-AzPortalDashboard does not follow the enforced naming convention of using a singular noun for a parameter name.","Consider using a singular noun for the parameter name."
