"AssemblyFileName","ClassName","Target","Severity","ProblemId","Description","Remediation"
"C:\azure-powershell\src\Package\Debug\ResourceManager\AzureResourceManager\AzureRM.CognitiveServices\Microsoft.Azure.Commands.Management.CognitiveServices.dll","Microsoft.Azure.Commands.Management.CognitiveServices.GetAzureCognitiveServicesAccountCommand","Get-AzureRmCognitiveServicesAccount","1","8510","Cmdlet 'Get-AzureRmCognitiveServicesAccount' has multiple parameter sets, but no defined default parameter set.","Define a default parameter set in the cmdlet attribute."
"C:\azure-powershell\src\Package\Debug\ResourceManager\AzureResourceManager\AzureRM.CognitiveServices\Microsoft.Azure.Commands.Management.CognitiveServices.dll","Microsoft.Azure.Commands.Management.CognitiveServices.GetAzureCognitiveServicesAccountSkusCommand","Get-AzureRmCognitiveServicesAccountSkus","1","8400","Get-AzureRmCognitiveServicesAccountSkus uses the noun 'AzureRmCognitiveServicesAccountSkus', which does not follow the enforced naming convention of using a singular noun for a cmdlet name.","Consider using a singular noun for the cmdlet name."
"C:\azure-powershell\src\Package\Debug\ResourceManager\AzureResourceManager\AzureRM.CognitiveServices\Microsoft.Azure.Commands.Management.CognitiveServices.dll","Microsoft.Azure.Commands.Management.CognitiveServices.NewAzureCognitiveServicesAccountCommand","New-AzureRmCognitiveServicesAccount","1","8420","Parameter set '__AllParameterSets' of cmdlet 'New-AzureRmCognitiveServicesAccount' contains at least one parameter with a position larger than four, which is discouraged.","Limit the number of positional parameters in a single parameter set to four or fewer."
"C:\azure-powershell\src\Package\Debug\ResourceManager\AzureResourceManager\AzureRM.CognitiveServices\Microsoft.Azure.Commands.Management.CognitiveServices.dll","Microsoft.Azure.Commands.Management.CognitiveServices.RemoveAzureCognitiveServicesAccountCommand","Remove-AzureRmCognitiveServicesAccount","1","8600","Cmdlet 'Remove-AzureRmCognitiveServicesAccount' has no defined output type.","Add an OutputType attribute that declares the type of the object(s) returned by this cmdlet. If this cmdlet returns no output, please set the output type to 'bool' and make sure to implement the 'PassThru' parameter."
