"Assembly","HelpFile","Target","Severity","ProblemId","Description","Remediation"
"D:\workspace\powershell-sign\src\Package\Release\ResourceManager\AzureResourceManager\AzureRM.AzureStackStorage\Microsoft.Azure.Commands.Resources.dll","D:\workspace\powershell-sign\src\Package\Release\ResourceManager\AzureResourceManager\AzureRM.AzureStackStorage\Microsoft.Azure.Commands.Resources.dll-Help.xml","D:\workspace\powershell-sign\src\Package\Release\ResourceManager\AzureResourceManager\AzureRM.AzureStackStorage\Microsoft.Azure.Commands.Resources.dll","0","6000","D:\workspace\powershell-sign\src\Package\Release\ResourceManager\AzureResourceManager\AzureRM.AzureStackStorage\Microsoft.Azure.Commands.Resources.dll has no matching help file","Make sure a dll Help file for D:\workspace\powershell-sign\src\Package\Release\ResourceManager\AzureResourceManager\AzureRM.AzureStackStorage\Microsoft.Azure.Commands.Resources.dll exists and it is being copied to the output directory."
