"Module","Sdk","Severity","ProblemId","Description","Remediation"
"Az.CosmosDB","src/CosmosDB/CosmosDB.Management.Sdk","1","9090","Generated code for Az.CosmosDB is not up to date or you have updated generated Sdk.","You may need to rebase on the latest main, regenerate code accroding to README.md file under src/CosmosDB/CosmosDB.Management.Sdk, and make sure no more updates based on generated files."
