"Module","ClassName","Target","Severity","ProblemId","Description","Remediation"
"Az.ManagedServiceIdentity","Get-AzFederatedIdentityCredential","Get-AzFederatedIdentityCredential","0","3000","The type of property 'Audience' of type 'Microsoft.Azure.PowerShell.Cmdlets.ManagedServiceIdentity.Models.Api20230131.IFederatedIdentityCredential' has changed from 'System.String[]' to 'System.Collections.Generic.List`1[System.String]'.","Change the type of property 'Audience' back to 'System.String[]'."
"Az.ManagedServiceIdentity","New-AzFederatedIdentityCredential","New-AzFederatedIdentityCredential","0","3000","The type of property 'Audience' of type 'Microsoft.Azure.PowerShell.Cmdlets.ManagedServiceIdentity.Models.Api20230131.IFederatedIdentityCredential' has changed from 'System.String[]' to 'System.Collections.Generic.List`1[System.String]'.","Change the type of property 'Audience' back to 'System.String[]'."
"Az.ManagedServiceIdentity","Update-AzFederatedIdentityCredential","Update-AzFederatedIdentityCredential","0","3000","The type of property 'Audience' of type 'Microsoft.Azure.PowerShell.Cmdlets.ManagedServiceIdentity.Models.Api20230131.IFederatedIdentityCredential' has changed from 'System.String[]' to 'System.Collections.Generic.List`1[System.String]'.","Change the type of property 'Audience' back to 'System.String[]'."
"Az.ManagedServiceIdentity","Update-AzFederatedIdentityCredential","Update-AzFederatedIdentityCredential","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Update-AzFederatedIdentityCredential' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Update-AzFederatedIdentityCredential'."
"Az.ManagedServiceIdentity","Update-AzUserAssignedIdentity","Update-AzUserAssignedIdentity","0","1050","The parameter set 'UpdateExpanded' for cmdlet 'Update-AzUserAssignedIdentity' has been removed.","Add parameter set 'UpdateExpanded' back to cmdlet 'Update-AzUserAssignedIdentity'."
"Az.ManagedServiceIdentity","Update-AzUserAssignedIdentity","Update-AzUserAssignedIdentity","0","1050","The parameter set 'UpdateViaIdentityExpanded' for cmdlet 'Update-AzUserAssignedIdentity' has been removed.","Add parameter set 'UpdateViaIdentityExpanded' back to cmdlet 'Update-AzUserAssignedIdentity'."
"Az.ManagedServiceIdentity","Update-AzUserAssignedIdentity","Update-AzUserAssignedIdentity","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Update-AzUserAssignedIdentity' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Update-AzUserAssignedIdentity'."
