"Directory","AssemblyName","Severity","ProblemId","Description","Remediation"
"C:\azure-powershell\artifacts/Debug\Az.Accounts","Microsoft.Azure.PowerShell.Clients.Websites","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Websites is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Websites from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Accounts","Microsoft.Azure.PowerShell.Storage","2","2000","Assembly Microsoft.Azure.PowerShell.Storage is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Storage from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Accounts","Microsoft.Azure.PowerShell.Strategies","2","2000","Assembly Microsoft.Azure.PowerShell.Strategies is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Strategies from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Accounts","Microsoft.IdentityModel.Clients.ActiveDirectory","2","2000","Assembly Microsoft.IdentityModel.Clients.ActiveDirectory is not referenced from any cmdlets assembly","Remove assembly Microsoft.IdentityModel.Clients.ActiveDirectory from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Accounts","Microsoft.IdentityModel.Clients.ActiveDirectory.Platform","2","2000","Assembly Microsoft.IdentityModel.Clients.ActiveDirectory.Platform is not referenced from any cmdlets assembly","Remove assembly Microsoft.IdentityModel.Clients.ActiveDirectory.Platform from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Accounts","Microsoft.WindowsAzure.Storage.DataMovement","2","2000","Assembly Microsoft.WindowsAzure.Storage.DataMovement is not referenced from any cmdlets assembly","Remove assembly Microsoft.WindowsAzure.Storage.DataMovement from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Accounts","Microsoft.WindowsAzure.Storage","2","2000","Assembly Microsoft.WindowsAzure.Storage is not referenced from any cmdlets assembly","Remove assembly Microsoft.WindowsAzure.Storage from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Accounts","Newtonsoft.Json","2","2000","Assembly Newtonsoft.Json is not referenced from any cmdlets assembly","Remove assembly Newtonsoft.Json from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Accounts","System.Buffers","2","2000","Assembly System.Buffers is not referenced from any cmdlets assembly","Remove assembly System.Buffers from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Accounts","System.Threading.Tasks.Extensions","2","2000","Assembly System.Threading.Tasks.Extensions is not referenced from any cmdlets assembly","Remove assembly System.Threading.Tasks.Extensions from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Advisor","Microsoft.ApplicationInsights","2","2000","Assembly Microsoft.ApplicationInsights is not referenced from any cmdlets assembly","Remove assembly Microsoft.ApplicationInsights from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Advisor","Microsoft.Azure.PowerShell.Clients.Aks","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Aks is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Aks from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Advisor","Microsoft.Azure.PowerShell.Clients.Authorization","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Authorization is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Authorization from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Advisor","Microsoft.Azure.PowerShell.Clients.Compute","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Compute is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Compute from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Advisor","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Graph.Rbac is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Graph.Rbac from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Advisor","Microsoft.Azure.PowerShell.Clients.KeyVault","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.KeyVault is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.KeyVault from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Advisor","Microsoft.Azure.PowerShell.Clients.Monitor","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Monitor is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Monitor from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Advisor","Microsoft.Azure.PowerShell.Clients.Network","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Network is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Network from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Advisor","Microsoft.Azure.PowerShell.Clients.PolicyInsights","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.PolicyInsights is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.PolicyInsights from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Advisor","Microsoft.Azure.PowerShell.Clients.Storage.Management","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Storage.Management is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Storage.Management from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Advisor","Microsoft.Azure.PowerShell.Clients.Websites","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Websites is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Websites from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Advisor","Microsoft.Azure.PowerShell.Storage","2","2000","Assembly Microsoft.Azure.PowerShell.Storage is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Storage from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Advisor","Microsoft.Azure.PowerShell.Strategies","2","2000","Assembly Microsoft.Azure.PowerShell.Strategies is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Strategies from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Advisor","Newtonsoft.Json","2","2000","Assembly Newtonsoft.Json is not referenced from any cmdlets assembly","Remove assembly Newtonsoft.Json from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Advisor","System.Buffers","2","2000","Assembly System.Buffers is not referenced from any cmdlets assembly","Remove assembly System.Buffers from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Advisor","System.Threading.Tasks.Extensions","2","2000","Assembly System.Threading.Tasks.Extensions is not referenced from any cmdlets assembly","Remove assembly System.Threading.Tasks.Extensions from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Aks","Microsoft.ApplicationInsights","2","2000","Assembly Microsoft.ApplicationInsights is not referenced from any cmdlets assembly","Remove assembly Microsoft.ApplicationInsights from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Aks","Microsoft.Azure.PowerShell.Clients.Aks","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Aks is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Aks from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Aks","Microsoft.Azure.PowerShell.Clients.Compute","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Compute is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Compute from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Aks","Microsoft.Azure.PowerShell.Clients.KeyVault","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.KeyVault is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.KeyVault from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Aks","Microsoft.Azure.PowerShell.Clients.Monitor","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Monitor is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Monitor from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Aks","Microsoft.Azure.PowerShell.Clients.Network","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Network is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Network from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Aks","Microsoft.Azure.PowerShell.Clients.PolicyInsights","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.PolicyInsights is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.PolicyInsights from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Aks","Microsoft.Azure.PowerShell.Clients.Storage.Management","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Storage.Management is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Storage.Management from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Aks","Microsoft.Azure.PowerShell.Clients.Websites","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Websites is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Websites from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Aks","Microsoft.Azure.PowerShell.Storage","2","2000","Assembly Microsoft.Azure.PowerShell.Storage is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Storage from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Aks","Microsoft.Azure.PowerShell.Strategies","2","2000","Assembly Microsoft.Azure.PowerShell.Strategies is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Strategies from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Aks","Newtonsoft.Json","2","2000","Assembly Newtonsoft.Json is not referenced from any cmdlets assembly","Remove assembly Newtonsoft.Json from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Aks","System.Buffers","2","2000","Assembly System.Buffers is not referenced from any cmdlets assembly","Remove assembly System.Buffers from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.Aks","System.Threading.Tasks.Extensions","2","2000","Assembly System.Threading.Tasks.Extensions is not referenced from any cmdlets assembly","Remove assembly System.Threading.Tasks.Extensions from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AlertsManagement","Microsoft.ApplicationInsights","2","2000","Assembly Microsoft.ApplicationInsights is not referenced from any cmdlets assembly","Remove assembly Microsoft.ApplicationInsights from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AlertsManagement","Microsoft.Azure.PowerShell.Clients.Aks","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Aks is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Aks from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AlertsManagement","Microsoft.Azure.PowerShell.Clients.Authorization","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Authorization is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Authorization from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AlertsManagement","Microsoft.Azure.PowerShell.Clients.Compute","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Compute is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Compute from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AlertsManagement","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Graph.Rbac is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Graph.Rbac from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AlertsManagement","Microsoft.Azure.PowerShell.Clients.KeyVault","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.KeyVault is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.KeyVault from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AlertsManagement","Microsoft.Azure.PowerShell.Clients.Monitor","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Monitor is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Monitor from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AlertsManagement","Microsoft.Azure.PowerShell.Clients.Network","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Network is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Network from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AlertsManagement","Microsoft.Azure.PowerShell.Clients.PolicyInsights","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.PolicyInsights is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.PolicyInsights from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AlertsManagement","Microsoft.Azure.PowerShell.Clients.Storage.Management","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Storage.Management is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Storage.Management from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AlertsManagement","Microsoft.Azure.PowerShell.Clients.Websites","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Websites is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Websites from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AlertsManagement","Microsoft.Azure.PowerShell.Storage","2","2000","Assembly Microsoft.Azure.PowerShell.Storage is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Storage from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AlertsManagement","Microsoft.Azure.PowerShell.Strategies","2","2000","Assembly Microsoft.Azure.PowerShell.Strategies is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Strategies from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AlertsManagement","Newtonsoft.Json","2","2000","Assembly Newtonsoft.Json is not referenced from any cmdlets assembly","Remove assembly Newtonsoft.Json from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AlertsManagement","System.Buffers","2","2000","Assembly System.Buffers is not referenced from any cmdlets assembly","Remove assembly System.Buffers from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AlertsManagement","System.Threading.Tasks.Extensions","2","2000","Assembly System.Threading.Tasks.Extensions is not referenced from any cmdlets assembly","Remove assembly System.Threading.Tasks.Extensions from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","Microsoft.ApplicationInsights","2","2000","Assembly Microsoft.ApplicationInsights is not referenced from any cmdlets assembly","Remove assembly Microsoft.ApplicationInsights from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","Microsoft.Azure.PowerShell.Authentication","2","2000","Assembly Microsoft.Azure.PowerShell.Authentication is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Authentication from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","Microsoft.Azure.PowerShell.Clients.Aks","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Aks is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Aks from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","Microsoft.Azure.PowerShell.Clients.Authorization","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Authorization is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Authorization from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","Microsoft.Azure.PowerShell.Clients.Compute","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Compute is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Compute from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Graph.Rbac is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Graph.Rbac from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","Microsoft.Azure.PowerShell.Clients.KeyVault","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.KeyVault is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.KeyVault from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","Microsoft.Azure.PowerShell.Clients.Monitor","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Monitor is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Monitor from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","Microsoft.Azure.PowerShell.Clients.Network","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Network is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Network from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","Microsoft.Azure.PowerShell.Clients.PolicyInsights","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.PolicyInsights is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.PolicyInsights from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","Microsoft.Azure.PowerShell.Clients.Storage.Management","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Storage.Management is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Storage.Management from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","Microsoft.Azure.PowerShell.Clients.Websites","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Websites is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Websites from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","Microsoft.Azure.PowerShell.Storage","2","2000","Assembly Microsoft.Azure.PowerShell.Storage is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Storage from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","Microsoft.Azure.PowerShell.Strategies","2","2000","Assembly Microsoft.Azure.PowerShell.Strategies is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Strategies from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","Microsoft.IdentityModel.Clients.ActiveDirectory","2","2000","Assembly Microsoft.IdentityModel.Clients.ActiveDirectory is not referenced from any cmdlets assembly","Remove assembly Microsoft.IdentityModel.Clients.ActiveDirectory from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","Microsoft.IdentityModel.Clients.ActiveDirectory.Platform","2","2000","Assembly Microsoft.IdentityModel.Clients.ActiveDirectory.Platform is not referenced from any cmdlets assembly","Remove assembly Microsoft.IdentityModel.Clients.ActiveDirectory.Platform from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","Newtonsoft.Json","2","2000","Assembly Newtonsoft.Json is not referenced from any cmdlets assembly","Remove assembly Newtonsoft.Json from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","System.Buffers","2","2000","Assembly System.Buffers is not referenced from any cmdlets assembly","Remove assembly System.Buffers from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.AnalysisServices","System.Threading.Tasks.Extensions","2","2000","Assembly System.Threading.Tasks.Extensions is not referenced from any cmdlets assembly","Remove assembly System.Threading.Tasks.Extensions from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.ApiManagement","Microsoft.ApplicationInsights","2","2000","Assembly Microsoft.ApplicationInsights is not referenced from any cmdlets assembly","Remove assembly Microsoft.ApplicationInsights from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.ApiManagement","Microsoft.Azure.PowerShell.Clients.Aks","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Aks is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Aks from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.ApiManagement","Microsoft.Azure.PowerShell.Clients.Authorization","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Authorization is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Authorization from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.ApiManagement","Microsoft.Azure.PowerShell.Clients.Compute","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Compute is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Compute from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.ApiManagement","Microsoft.Azure.PowerShell.Clients.Graph.Rbac","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Graph.Rbac is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Graph.Rbac from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.ApiManagement","Microsoft.Azure.PowerShell.Clients.KeyVault","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.KeyVault is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.KeyVault from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.ApiManagement","Microsoft.Azure.PowerShell.Clients.Monitor","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Monitor is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Monitor from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.ApiManagement","Microsoft.Azure.PowerShell.Clients.Network","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Network is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Network from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.ApiManagement","Microsoft.Azure.PowerShell.Clients.PolicyInsights","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.PolicyInsights is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.PolicyInsights from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.ApiManagement","Microsoft.Azure.PowerShell.Clients.Storage.Management","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Storage.Management is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Storage.Management from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.ApiManagement","Microsoft.Azure.PowerShell.Clients.Websites","2","2000","Assembly Microsoft.Azure.PowerShell.Clients.Websites is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Clients.Websites from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.ApiManagement","Microsoft.Azure.PowerShell.Strategies","2","2000","Assembly Microsoft.Azure.PowerShell.Strategies is not referenced from any cmdlets assembly","Remove assembly Microsoft.Azure.PowerShell.Strategies from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.ApiManagement","Newtonsoft.Json","2","2000","Assembly Newtonsoft.Json is not referenced from any cmdlets assembly","Remove assembly Newtonsoft.Json from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.ApiManagement","System.Buffers","2","2000","Assembly System.Buffers is not referenced from any cmdlets assembly","Remove assembly System.Buffers from the project and regenerate the Wix file"
"C:\azure-powershell\artifacts/Debug\Az.ApiManagement","System.Threading.Tasks.Extensions","2","2000","Assembly System.Threading.Tasks.Extensions is not referenced from any cmdlets assembly","Remove assembly System.Threading.Tasks.Extensions from the project and regenerate the Wix file"
