"Module","ClassName","Target","Severity","ProblemId","Description","Remediation"
"Az.StackHCIVM","Add-AzStackHCIVMVirtualMachineDataDisk","Add-AzStackHCIVMVirtualMachineDataDisk","0","3000","The type of property 'OSProfileAdminPassword' of type 'Microsoft.Azure.PowerShell.Cmdlets.StackHCIVM.Models.IVirtualMachineInstance' has changed from 'System.String' to 'System.Security.SecureString'.","Change the type of property 'OSProfileAdminPassword' back to 'System.String'."
"Az.StackHCIVM","Add-AzStackHCIVMVirtualMachineNetworkInterface","Add-AzStackHCIVMVirtualMachineNetworkInterface","0","3000","The type of property 'OSProfileAdminPassword' of type 'Microsoft.Azure.PowerShell.Cmdlets.StackHCIVM.Models.IVirtualMachineInstance' has changed from 'System.String' to 'System.Security.SecureString'.","Change the type of property 'OSProfileAdminPassword' back to 'System.String'."
"Az.StackHCIVM","Get-AzStackHCIVMImage","Get-AzStackHCIVMImage","0","3000","The type of property 'ImagePath' of type 'Microsoft.Azure.PowerShell.Cmdlets.StackHCIVM.Models.IGalleryImages' has changed from 'System.String' to 'System.Security.SecureString'.","Change the type of property 'ImagePath' back to 'System.String'."
"Az.StackHCIVM","Get-AzStackHCIVMVirtualMachine","Get-AzStackHCIVMVirtualMachine","0","3000","The type of property 'OSProfileAdminPassword' of type 'Microsoft.Azure.PowerShell.Cmdlets.StackHCIVM.Models.IVirtualMachineInstance' has changed from 'System.String' to 'System.Security.SecureString'.","Change the type of property 'OSProfileAdminPassword' back to 'System.String'."
"Az.StackHCIVM","New-AzStackHCIVMImage","New-AzStackHCIVMImage","0","3000","The type of property 'ImagePath' of type 'Microsoft.Azure.PowerShell.Cmdlets.StackHCIVM.Models.IGalleryImages' has changed from 'System.String' to 'System.Security.SecureString'.","Change the type of property 'ImagePath' back to 'System.String'."
"Az.StackHCIVM","New-AzStackHCIVMImage","New-AzStackHCIVMImage","0","2020","The cmdlet 'New-AzStackHCIVMImage' no longer supports the type 'System.String' for parameter 'ImagePath'.","Change the type for parameter 'ImagePath' back to 'System.String'."
"Az.StackHCIVM","New-AzStackHCIVMVirtualMachine","New-AzStackHCIVMVirtualMachine","0","3000","The type of property 'OSProfileAdminPassword' of type 'Microsoft.Azure.PowerShell.Cmdlets.StackHCIVM.Models.IVirtualMachineInstance' has changed from 'System.String' to 'System.Security.SecureString'.","Change the type of property 'OSProfileAdminPassword' back to 'System.String'."
"Az.StackHCIVM","New-AzStackHCIVMVirtualMachine","New-AzStackHCIVMVirtualMachine","0","2020","The cmdlet 'New-AzStackHCIVMVirtualMachine' no longer supports the type 'System.String' for parameter 'AdminPassword'.","Change the type for parameter 'AdminPassword' back to 'System.String'."
"Az.StackHCIVM","Remove-AzStackHCIVMVirtualMachineDataDisk","Remove-AzStackHCIVMVirtualMachineDataDisk","0","3000","The type of property 'OSProfileAdminPassword' of type 'Microsoft.Azure.PowerShell.Cmdlets.StackHCIVM.Models.IVirtualMachineInstance' has changed from 'System.String' to 'System.Security.SecureString'.","Change the type of property 'OSProfileAdminPassword' back to 'System.String'."
"Az.StackHCIVM","Remove-AzStackHCIVMVirtualMachineNetworkInterface","Remove-AzStackHCIVMVirtualMachineNetworkInterface","0","3000","The type of property 'OSProfileAdminPassword' of type 'Microsoft.Azure.PowerShell.Cmdlets.StackHCIVM.Models.IVirtualMachineInstance' has changed from 'System.String' to 'System.Security.SecureString'.","Change the type of property 'OSProfileAdminPassword' back to 'System.String'."
"Az.StackHCIVM","Restart-AzStackHCIVMVirtualMachine","Restart-AzStackHCIVMVirtualMachine","0","3000","The type of property 'OSProfileAdminPassword' of type 'Microsoft.Azure.PowerShell.Cmdlets.StackHCIVM.Models.IVirtualMachineInstance' has changed from 'System.String' to 'System.Security.SecureString'.","Change the type of property 'OSProfileAdminPassword' back to 'System.String'."
"Az.StackHCIVM","Start-AzStackHCIVMVirtualMachine","Start-AzStackHCIVMVirtualMachine","0","3000","The type of property 'OSProfileAdminPassword' of type 'Microsoft.Azure.PowerShell.Cmdlets.StackHCIVM.Models.IVirtualMachineInstance' has changed from 'System.String' to 'System.Security.SecureString'.","Change the type of property 'OSProfileAdminPassword' back to 'System.String'."
"Az.StackHCIVM","Stop-AzStackHCIVMVirtualMachine","Stop-AzStackHCIVMVirtualMachine","0","3000","The type of property 'OSProfileAdminPassword' of type 'Microsoft.Azure.PowerShell.Cmdlets.StackHCIVM.Models.IVirtualMachineInstance' has changed from 'System.String' to 'System.Security.SecureString'.","Change the type of property 'OSProfileAdminPassword' back to 'System.String'."
"Az.StackHCIVM","Update-AzStackHCIVMImage","Update-AzStackHCIVMImage","0","3000","The type of property 'ImagePath' of type 'Microsoft.Azure.PowerShell.Cmdlets.StackHCIVM.Models.IGalleryImages' has changed from 'System.String' to 'System.Security.SecureString'.","Change the type of property 'ImagePath' back to 'System.String'."
"Az.StackHCIVM","Update-AzStackHCIVMVirtualMachine","Update-AzStackHCIVMVirtualMachine","0","3000","The type of property 'OSProfileAdminPassword' of type 'Microsoft.Azure.PowerShell.Cmdlets.StackHCIVM.Models.IVirtualMachineInstance' has changed from 'System.String' to 'System.Security.SecureString'.","Change the type of property 'OSProfileAdminPassword' back to 'System.String'."
