"Module","Cmdlet","Example","Line","RuleName","ProblemId","Severity","Description","Extent","Remediation"
"Az.CustomLocation","New-AzCustomLocation","1","1","Invalid_Cmdlet","5000","1","Get-AzConnectedKubernetes is not a valid command name.","Get-AzConnectedKubernetes -ClusterName azps-connect -ResourceGroupName azps_test_cluster","Check the spell of Get-AzConnectedKubernetes."
"Az.CustomLocation","New-AzCustomLocation","1","2","Invalid_Cmdlet","5000","1","Get-AzKubernetesExtension is not a valid command name.","Get-AzKubernetesExtension -ClusterName azps-connect -ClusterType ConnectedClusters -ResourceGroupName azps_test_cluster -Name azps-extension","Check the spell of Get-AzKubernetesExtension."
"Az.CustomLocation","Update-AzCustomLocation","1","1","Invalid_Cmdlet","5000","1","Get-AzConnectedKubernetes is not a valid command name.","Get-AzConnectedKubernetes -ClusterName azps-connect -ResourceGroupName azps_test_cluster","Check the spell of Get-AzConnectedKubernetes."
"Az.CustomLocation","Update-AzCustomLocation","1","2","Invalid_Cmdlet","5000","1","Get-AzKubernetesExtension is not a valid command name.","Get-AzKubernetesExtension -ClusterName azps-connect -ClusterType ConnectedClusters -ResourceGroupName azps_test_cluster -Name azps-extension","Check the spell of Get-AzKubernetesExtension."
"Az.CustomLocation","Find-AzCustomLocationTargetResourceGroup","2","2","Mismatched_Parameter_Value_Type","5111","2","Find-AzCustomLocationTargetResourceGroup -InputObject $obj is not an expected parameter value type.","-InputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocationIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocation.(Command)."
"Az.CustomLocation","Remove-AzCustomLocation","2","2","Mismatched_Parameter_Value_Type","5111","2","Remove-AzCustomLocation -InputObject $obj is not an expected parameter value type.","-InputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocationIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocation.(Command)."
"Az.CustomLocation","Remove-AzCustomLocationResourceSyncRule","2","2","Mismatched_Parameter_Value_Type","5111","2","Remove-AzCustomLocationResourceSyncRule -InputObject $obj is not an expected parameter value type.","-InputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocationIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.IResourceSyncRule.(Command)."
"Az.CustomLocation","Remove-AzCustomLocationResourceSyncRule","3","2","Mismatched_Parameter_Value_Type","5111","2","Remove-AzCustomLocationResourceSyncRule -CustomlocationInputObject $obj is not an expected parameter value type.","-CustomlocationInputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocationIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocation.(Command)."
"Az.CustomLocation","Update-AzCustomLocation","2","2","Mismatched_Parameter_Value_Type","5111","2","Update-AzCustomLocation -InputObject $obj is not an expected parameter value type.","-InputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocationIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocation.(Command)."
"Az.CustomLocation","Update-AzCustomLocationResourceSyncRule","2","3","Mismatched_Parameter_Value_Type","5111","2","Update-AzCustomLocationResourceSyncRule -InputObject $obj is not an expected parameter value type.","-InputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocationIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.IResourceSyncRule.(Command)."
"Az.CustomLocation","Update-AzCustomLocationResourceSyncRule","3","3","Mismatched_Parameter_Value_Type","5111","2","Update-AzCustomLocationResourceSyncRule -CustomlocationInputObject $obj is not an expected parameter value type.","-CustomlocationInputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocationIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocation.(Command)."
"Az.CustomLocation","Find-AzCustomLocationTargetResourceGroup","2","2","Mismatched_Parameter_Value_Type","5111","2","Find-AzCustomLocationTargetResourceGroup -InputObject $obj is not an expected parameter value type.","-InputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocationIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocation.(Command)."
"Az.CustomLocation","Remove-AzCustomLocationResourceSyncRule","2","2","Mismatched_Parameter_Value_Type","5111","2","Remove-AzCustomLocationResourceSyncRule -InputObject $obj is not an expected parameter value type.","-InputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocationIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.IResourceSyncRule.(Command)."
"Az.CustomLocation","Remove-AzCustomLocationResourceSyncRule","3","2","Mismatched_Parameter_Value_Type","5111","2","Remove-AzCustomLocationResourceSyncRule -CustomlocationInputObject $obj is not an expected parameter value type.","-CustomlocationInputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocationIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocation.(Command)."
"Az.CustomLocation","Update-AzCustomLocationResourceSyncRule","2","3","Mismatched_Parameter_Value_Type","5111","2","Update-AzCustomLocationResourceSyncRule -InputObject $obj is not an expected parameter value type.","-InputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocationIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.IResourceSyncRule.(Command)."
"Az.CustomLocation","Update-AzCustomLocationResourceSyncRule","3","3","Mismatched_Parameter_Value_Type","5111","2","Update-AzCustomLocationResourceSyncRule -CustomlocationInputObject $obj is not an expected parameter value type.","-CustomlocationInputObject","Use correct parameter value type. Expected Type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocationIdentity. Now the type is Microsoft.Azure.PowerShell.Cmdlets.CustomLocation.Models.ICustomLocation.(Command)."
"Az.CustomLocation","New-AzCustomLocation","2","1","Invalid_Cmdlet","5000","1","Get-AzConnectedKubernetes is not a valid command name.","Get-AzConnectedKubernetes -ClusterName azps-connect -ResourceGroupName group01","Check the spell of Get-AzConnectedKubernetes."
"Az.CustomLocation","New-AzCustomLocation","2","2","Invalid_Cmdlet","5000","1","Get-AzKubernetesExtension is not a valid command name.","Get-AzKubernetesExtension -ClusterName azps-connect -ClusterType ConnectedClusters -ResourceGroupName group01 -Name azps-extension","Check the spell of Get-AzKubernetesExtension."
