"Module","ClassName","Target","Severity","ProblemId","Description","Remediation"
"Az.Synapse","Microsoft.Azure.Commands.Synapse.NewAzureSynapseSparkPool","New-AzSynapseSparkPool","0","2000","The cmdlet 'New-AzSynapseSparkPool' no longer supports the parameter 'SparkConfigFilePath' and no alias was found for the original parameter name.","Add the parameter 'SparkConfigFilePath' back to the cmdlet 'New-AzSynapseSparkPool', or add an alias to the original parameter name."
"Az.Synapse","Microsoft.Azure.Commands.Synapse.NewAzureSynapseSparkPool","New-AzSynapseSparkPool","0","1050","The parameter set 'CreateByNameAndEnableAutoScaleParameterSet' for cmdlet 'New-AzSynapseSparkPool' has been removed.","Add parameter set 'CreateByNameAndEnableAutoScaleParameterSet' back to cmdlet 'New-AzSynapseSparkPool'."
"Az.Synapse","Microsoft.Azure.Commands.Synapse.NewAzureSynapseSparkPool","New-AzSynapseSparkPool","0","1050","The parameter set 'CreateByNameAndDisableAutoScaleParameterSet' for cmdlet 'New-AzSynapseSparkPool' has been removed.","Add parameter set 'CreateByNameAndDisableAutoScaleParameterSet' back to cmdlet 'New-AzSynapseSparkPool'."
"Az.Synapse","Microsoft.Azure.Commands.Synapse.NewAzureSynapseSparkPool","New-AzSynapseSparkPool","0","1050","The parameter set 'CreateByParentObjectAndEnableAutoScaleParameterSet' for cmdlet 'New-AzSynapseSparkPool' has been removed.","Add parameter set 'CreateByParentObjectAndEnableAutoScaleParameterSet' back to cmdlet 'New-AzSynapseSparkPool'."
"Az.Synapse","Microsoft.Azure.Commands.Synapse.NewAzureSynapseSparkPool","New-AzSynapseSparkPool","0","1050","The parameter set 'CreateByParentObjectAndDisableAutoScaleParameterSet' for cmdlet 'New-AzSynapseSparkPool' has been removed.","Add parameter set 'CreateByParentObjectAndDisableAutoScaleParameterSet' back to cmdlet 'New-AzSynapseSparkPool'."
"Az.Synapse","Microsoft.Azure.Commands.Synapse.NewAzureSynapseSparkPool","New-AzSynapseSparkPool","0","1050","The parameter set '__AllParameterSets' for cmdlet 'New-AzSynapseSparkPool' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'New-AzSynapseSparkPool'."
"Az.Synapse","Microsoft.Azure.Commands.Synapse.UpdateAzureSynapseSparkPool","Update-AzSynapseSparkPool","0","2000","The cmdlet 'Update-AzSynapseSparkPool' no longer supports the parameter 'SparkConfigFilePath' and no alias was found for the original parameter name.","Add the parameter 'SparkConfigFilePath' back to the cmdlet 'Update-AzSynapseSparkPool', or add an alias to the original parameter name."
"Az.Synapse","Microsoft.Azure.Commands.Synapse.UpdateAzureSynapseSparkPool","Update-AzSynapseSparkPool","0","1050","The parameter set 'SetByNameParameterSet' for cmdlet 'Update-AzSynapseSparkPool' has been removed.","Add parameter set 'SetByNameParameterSet' back to cmdlet 'Update-AzSynapseSparkPool'."
"Az.Synapse","Microsoft.Azure.Commands.Synapse.UpdateAzureSynapseSparkPool","Update-AzSynapseSparkPool","0","1050","The parameter set 'SetByParentObjectParameterSet' for cmdlet 'Update-AzSynapseSparkPool' has been removed.","Add parameter set 'SetByParentObjectParameterSet' back to cmdlet 'Update-AzSynapseSparkPool'."
"Az.Synapse","Microsoft.Azure.Commands.Synapse.UpdateAzureSynapseSparkPool","Update-AzSynapseSparkPool","0","1050","The parameter set 'SetByInputObjectParameterSet' for cmdlet 'Update-AzSynapseSparkPool' has been removed.","Add parameter set 'SetByInputObjectParameterSet' back to cmdlet 'Update-AzSynapseSparkPool'."
"Az.Synapse","Microsoft.Azure.Commands.Synapse.UpdateAzureSynapseSparkPool","Update-AzSynapseSparkPool","0","1050","The parameter set 'SetByResourceIdParameterSet' for cmdlet 'Update-AzSynapseSparkPool' has been removed.","Add parameter set 'SetByResourceIdParameterSet' back to cmdlet 'Update-AzSynapseSparkPool'."
"Az.Synapse","Microsoft.Azure.Commands.Synapse.UpdateAzureSynapseSparkPool","Update-AzSynapseSparkPool","0","1050","The parameter set '__AllParameterSets' for cmdlet 'Update-AzSynapseSparkPool' has been removed.","Add parameter set '__AllParameterSets' back to cmdlet 'Update-AzSynapseSparkPool'."
