"Module","Severity","ResourceType","SubResourceType","Command","Description"
"Az.SignalR","1","Microsoft.SignalRService","WebPubSub-customCertificates","Get-AzWebPubSubCustomCertificate","Cmdlet Get-AzWebPubSubCustomCertificate is not contained in Az.SignalR."
"Az.SignalR","1","Microsoft.SignalRService","WebPubSub-customCertificates","Remove-AzWebPubSubCustomCertificate","Cmdlet Remove-AzWebPubSubCustomCertificate is not contained in Az.SignalR."
"Az.SignalR","1","Microsoft.SignalRService","WebPubSub-customDomains","Get-AzWebPubSubCustomDomain","Cmdlet Get-AzWebPubSubCustomDomain is not contained in Az.SignalR."
"Az.SignalR","1","Microsoft.SignalRService","WebPubSub-customDomains","Remove-AzWebPubSubCustomDomain","Cmdlet Remove-AzWebPubSubCustomDomain is not contained in Az.SignalR."
"Az.SignalR","1","Microsoft.SignalRService","WebPubSub-hubs","Get-AzWebPubSubHub","Cmdlet Get-AzWebPubSubHub is not contained in Az.SignalR."
"Az.SignalR","1","Microsoft.SignalRService","WebPubSub-hubs","Remove-AzWebPubSubHub","Cmdlet Remove-AzWebPubSubHub is not contained in Az.SignalR."
"Az.SignalR","1","Microsoft.SignalRService","WebPubSub","Get-AzWebPubSub","Cmdlet Get-AzWebPubSub is not contained in Az.SignalR."
"Az.SignalR","1","Microsoft.SignalRService","WebPubSub","Remove-AzWebPubSub","Cmdlet Remove-AzWebPubSub is not contained in Az.SignalR."
"Az.SignalR","1","Microsoft.SignalRService","WebPubSub","Restart-AzWebPubSub","Cmdlet Restart-AzWebPubSub is not contained in Az.SignalR."
